filename,n_atoms,energy,energy_per_atom,mean_bond_length,std_bond_length,n_bonds,mean_coordination,std_coordination,max_coordination,min_coordination,radius_of_gyration,asphericity,surface_fraction,x_range,y_range,z_range,max_range,anisotropy
602.xyz,20,-1552.719953,-77.63599765000001,2.705265548801257,0.11332727806707672,59,5.9,2.7367864366808017,12,1,3.2739830098452964,0.20666922598103823,0.8,10.24301888,7.63678942,4.5225862,10.24301888,2.264858739453103
164.xyz,20,-1551.721778,-77.58608890000001,2.61358124952731,0.024660151440533313,41,4.1,1.445683229480096,7,2,4.1671723235538085,0.2521168222330758,0.45,4.2806169,12.28954044,9.45299542,12.28954044,2.8709741439370573
158.xyz,20,-1549.718818,-77.4859409,2.6006309187671848,0.027950140163396947,34,3.4,1.0677078252031311,5,1,5.125231494109441,0.39404899250468245,0.1,0.0,12.41159378,10.89635899,12.41159378,1.0
59.xyz,20,-1551.115428,-77.5557714,2.625139112319598,0.027693692566989576,45,4.5,2.4596747752497685,10,1,3.491114470565216,0.04676691100425387,0.7,6.82290238,6.75774137,7.80061929,7.80061929,1.1543234437218481
819.xyz,20,-1555.694358,-77.7847179,2.711121990920532,0.18438480623201925,61,5.7,1.76351920885484,11,4,3.1426159049809517,0.06031140294230241,0.95,5.42248282,5.33861852,5.88471328,5.88471328,1.1022913995360732
71.xyz,20,-1547.718672,-77.3859336,2.604697444273654,0.03809631397104992,31,3.1,1.3,6,2,3.730028827724521,0.41905912362363146,0.9,5.24661508,5.24661508,8.11386714,8.11386714,1.546495600740735
831.xyz,20,-1555.167578,-77.7583789,2.697146710864641,0.13067421453610178,60,5.9,2.1424285285628546,12,3,3.305033848373948,0.18283670315074196,0.7,6.66797882,7.16327248,8.597746310000002,8.597746310000002,1.2894081613174653
65.xyz,20,-1546.95163,-77.3475815,2.5683522409842134,0.010905354432004973,27,2.7,1.0999999999999999,4,1,4.172975203795132,0.1784786530692272,0.5,10.63355144,10.63355144,7.73238678,10.63355144,1.375196526317583
825.xyz,20,-1555.915113,-77.79575565,2.6617604224660276,0.05169497978774227,54,5.4,0.9165151389911681,6,4,3.269999320344641,0.13933449572142712,1.0,7.3200584200000005,8.1468528,4.08835765,8.1468528,1.9926957222052233
414.xyz,20,-1550.268669,-77.51343345000001,2.6108013530672225,0.028549081554376177,38,3.8,1.9390719429665317,7,1,4.374308171183553,0.26030094671560594,0.3,9.33528334,3.81107376,10.19197972,10.19197972,2.6743066027669853
372.xyz,20,-1549.354072,-77.46770360000001,2.599312171072327,0.03108613528063821,34,3.4,1.8,6,1,4.647898067986211,0.6167043153281138,0.4,7.02965926,17.43350302,8.97696462,17.43350302,2.479992610623349
366.xyz,20,-1551.887829,-77.59439145,2.6621696500492322,0.15955450628752915,43,4.3,2.147091055358389,8,1,4.048586140172661,0.4256456323840844,0.5,9.59472804,7.84030672,13.47014548,13.47014548,1.7180635861654145
400.xyz,20,-1548.002142,-77.4001071,2.6013439455623297,0.026660295388047144,35,3.5,1.5,6,1,4.344079954854951,0.38427083712573323,0.5,11.02735354,7.56719434,7.81820478,11.02735354,1.4572578745215627
428.xyz,20,-1551.077819,-77.55389095000001,2.6174342948407356,0.03913568085327271,38,3.8,1.1661903789690602,5,2,4.719743993663848,0.5998520142494809,0.4,0.0,12.47127682,7.24716698,12.47127682,1.0
399.xyz,20,-1551.400497,-77.57002485000001,2.6611404000600354,0.0738722004058796,48,4.8,2.039607805437114,9,1,3.4635910287620906,0.211493689423973,0.8,4.6562601,9.25870628,9.25344762,9.25870628,1.9884426731230072
560.xyz,20,-1551.335931,-77.56679655,2.7236527102564145,0.1600947023264855,53,5.3,2.5317977802344327,10,1,3.5710225643953075,0.23503358046976003,0.4,7.78626788,9.69861782,9.00262082,9.69861782,1.2456054645784935
206.xyz,20,-1550.104063,-77.50520315,2.682015589274522,0.13971238040176973,48,4.8,2.181742422927143,9,2,3.512382497081954,0.290381993395895,0.7,9.63235772,4.4965768,7.33514298,9.63235772,2.1421534977452183
212.xyz,20,-1552.074969,-77.60374845,2.6567870713837594,0.05953186900389224,48,4.8,2.3151673805580453,9,2,3.697006297140788,0.35491911399577275,0.5,4.05835086,7.45243278,9.08338295,9.08338295,2.2381955782896505
574.xyz,20,-1553.708937,-77.68544685,2.6971375884036495,0.11436699994505282,59,5.9,1.8681541692269408,10,3,3.1496710626396727,0.11040154256841957,0.9,4.75856932,8.29064936,7.59976654,8.29064936,1.7422567167730152
548.xyz,20,-1550.102552,-77.50512760000001,2.6858804265893026,0.2379482724489678,41,3.7,1.8466185312619388,8,2,3.5522398843136673,0.3167437818458141,0.8,7.79803438,6.30484178,9.01709012,9.01709012,1.4301849966487186
762.xyz,20,-1550.489205,-77.52446025,2.605080607858821,0.013005800235467942,40,4.0,0.0,4,4,3.941274785666389,0.23232516522468089,1.0,8.74014172,9.26067964,2.61405952,9.26067964,3.542642992306464
776.xyz,20,-1550.477906,-77.5238953,2.620264230254527,0.04719410933477859,40,4.0,2.0,7,1,4.018610629315395,0.040396266253242906,0.4,8.31593206,8.31593206,6.77789664,8.31593206,1.2269192791939654
986.xyz,20,-1552.882114,-77.6441057,2.661576785772834,0.04185246661257074,52,5.2,1.4696938456699067,7,4,3.266280543095283,0.30457384295512135,1.0,6.396397690000001,6.3963977100000005,7.09106442,7.09106442,1.1086028048390468
992.xyz,20,-1549.54879,-77.4774395,2.7330430207076875,0.25395116880106133,46,3.8,2.227105745132009,7,1,3.5373842021660695,0.0307851852905913,0.7,8.9465702,8.86871786,8.94615797,8.9465702,1.0087783083450126
979.xyz,20,-1551.68254,-77.584127,2.6504933926141976,0.05357107801644216,48,4.8,2.039607805437114,7,1,3.8826591407605138,0.2908470697152898,0.4,12.19086754,13.22009294,3.7303883300000003,13.22009294,3.5438918875236776
945.xyz,20,-1554.096016,-77.7048008,2.697538901104801,0.12367869340681309,57,5.7,2.4310491562286436,9,2,3.3892191234316256,0.0942043571508962,0.6,8.01705871,7.23693063,6.51880186,8.01705871,1.2298362309788016
951.xyz,20,-1552.132459,-77.60662295,2.653618555452675,0.04278983505767293,51,5.1,2.4062418831031933,12,1,3.6628829319212874,0.40278435235395915,0.65,6.5096825,6.089555949999999,9.77414815,9.77414815,1.6050674680146426
789.xyz,20,-1553.543247,-77.67716235,2.6695042132315074,0.05797001171441842,54,5.4,1.907878402833891,8,3,3.2709163319091075,0.2045012110007656,0.8,8.17226411,8.15768994,4.40458848,8.17226411,1.8553978758987264
947.xyz,20,-1555.845086,-77.7922543,2.725869042141557,0.15215589696583254,67,6.7,2.3685438564654024,16,4,3.056182143408791,0.03867689560289536,0.8,5.43771463,5.59754672,5.333623149999999,5.59754672,1.0494829804389163
953.xyz,20,-1553.124264,-77.6562132,2.665994055102395,0.05512866835628994,55,5.5,2.1563858652847827,10,1,3.1942066424036057,0.1154175471228843,0.8,5.50897838,5.45857408,7.20262168,7.20262168,1.3195060787743307
984.xyz,20,-1552.800208,-77.64001040000001,2.6658850603113597,0.06351087462241102,52,5.2,1.9390719429665317,8,2,3.32368591647318,0.19873282030868378,0.8,7.82390642,7.90852793,4.3933338299999996,7.90852793,1.8001199626571516
990.xyz,20,-1549.148376,-77.4574188,2.689606307823697,0.16380210213334073,47,4.7,2.9000000000000004,10,1,3.473946989200362,0.07651366366363736,0.7,9.6155076,7.93881052,9.69363588,9.69363588,1.221043864893755
748.xyz,20,-1549.455719,-77.47278595,2.680698683173482,0.1791016217781412,47,4.3,2.1,9,1,3.560408065433939,0.17392224697496128,0.7,7.42327954,6.9109033,9.6957076,9.6957076,1.4029580764065965
760.xyz,20,-1553.639651,-77.68198255,2.644318055388062,0.036676044031044526,48,4.8,1.4696938456699067,6,3,3.4132311098569525,0.011546453584855667,0.4,5.4537368,5.45382076,4.90116473,5.45382076,1.1127601418122506
774.xyz,20,-1555.706711,-77.78533555,2.712894218476891,0.14702647813824224,65,6.3,1.7916472867168918,11,5,3.116783287271231,0.18090117202473607,0.9,5.42484733,5.94165293,7.79170406,7.79170406,1.4362992331435804
589.xyz,20,-1548.150403,-77.40752015000001,2.721651260892555,0.23042681613749177,45,3.7,1.3453624047073711,6,2,3.7016805936699,0.26045044826566466,0.7,9.76645382,4.38300406,8.10946702,9.76645382,2.2282557091676525
238.xyz,20,-1551.05167,-77.5525835,2.62141274589656,0.02835225979172661,42,4.2,1.4696938456699067,7,2,4.025335809158965,0.21635006228294495,0.6,4.27258126,7.23128237,9.03556394,9.03556394,2.1147787227808044
204.xyz,20,-1551.698414,-77.5849207,2.6875278371714226,0.10169191361566675,52,5.2,2.1118712081942874,10,2,3.6961388070275034,0.35543512899174945,0.6,7.81777704,4.23041048,8.845297850000001,8.845297850000001,2.090884062390088
562.xyz,20,-1551.335925,-77.56679625000001,2.7236842657001357,0.16004467059727479,53,5.3,2.5317977802344322,10,1,3.571055438681924,0.23488578775242852,0.4,9.6997056,7.78701698,9.00183662,9.6997056,1.2456253305871179
576.xyz,20,-1553.699996,-77.6849998,2.6686161701594973,0.0751914696545525,55,5.5,1.91049731745428,10,3,3.1539593395510965,0.08597599689244612,0.9,7.9154148,4.8255902200000005,7.07293244,7.9154148,1.6402998263702546
210.xyz,20,-1553.214181,-77.66070905000001,2.6421193833504937,0.026554111316546437,48,4.8,1.886796226411321,9,2,3.8482644110226976,0.32733297421797813,0.7,3.8090101,7.29050594,9.14220448,9.14220448,2.4001523335419876
358.xyz,20,-1550.262028,-77.51310140000001,2.662417080545878,0.16070116987693112,39,3.9,2.118962010041709,8,1,3.9791513801966345,0.31225220675034704,0.4,9.70665034,9.51937744,7.95109818,9.70665034,1.2207936715478969
370.xyz,20,-1554.932966,-77.7466483,2.708018611956315,0.15928600063533863,63,6.1,2.118962010041709,11,3,3.2495792845472584,0.18188010875791905,0.7,5.82472365,7.1918872,7.70922665,7.70922665,1.3235351775015112
416.xyz,20,-1552.851497,-77.64257485,2.6234238932741025,0.01796966165284393,44,4.4,1.5620499351813308,7,3,4.099850345234828,0.5081879839702005,0.7,7.83840442,3.79925796,11.6521156,11.6521156,3.066945104196084
402.xyz,20,-1549.05345,-77.4526725,2.6606156193012813,0.1876828682157496,37,3.7,1.6155494421403511,6,1,4.021492520747551,0.24510924385318053,0.7,7.6272947,8.95278226,7.78564726,8.95278226,1.173782135361834
364.xyz,20,-1550.262022,-77.5131011,2.6624039256202217,0.16054155131286274,39,3.9,2.118962010041709,8,1,3.9791296554934017,0.31222930230489243,0.4,9.51842946,9.7067566,7.95221876,9.7067566,1.220635006776398
833.xyz,20,-1554.654768,-77.7327384,2.6689555349700607,0.057209871665144664,56,5.6,2.009975124224178,10,2,3.3747873716653753,0.07392736544639898,0.75,7.80469026,7.233330029999999,8.62387311,8.62387311,1.1922410665948835
73.xyz,20,-1552.645581,-77.63227905,2.6512563887626417,0.020727575541590416,53,5.3,1.552417469626002,9,4,3.4278192342350855,0.4632180862436447,0.9,3.81170498,3.71265651,10.0941785,10.0941785,2.71885601935203
199.xyz,20,-1551.716509,-77.58582545,2.6748582295633345,0.14956413068911065,50,4.8,1.9646882704388502,10,2,3.512929437412799,0.3827078525704065,0.7,5.31544772,6.61639096,7.5736050200000005,7.5736050200000005,1.4248291807110467
827.xyz,20,-1550.525383,-77.52626914999999,2.5986413542081586,0.013362103647479421,37,3.7,1.7916472867168918,8,1,3.937507048221938,0.0867908877430614,0.55,9.34440832,9.35240115,10.38938946,10.38938946,1.1118295673963015
67.xyz,20,-1542.676778,-77.1338389,2.55988967604533,0.015229982881130607,23,2.3,0.9,3,1,4.9062503960006145,0.19862329022700764,0.3,11.12060934,11.12060934,7.70208476,11.12060934,1.4438440612538779
9.xyz,20,-1554.810396,-77.7405198,2.728292925101672,0.20070915210593912,63,5.7,1.6155494421403513,9,3,3.151279322048678,0.06104423481544865,0.9,6.90106762,6.61688085,5.47891994,6.90106762,1.2595671584133423
628.xyz,20,-1544.889726,-77.2444863,2.667397398324252,0.07878629004622272,42,4.2,3.2496153618543846,9,1,3.428867365561984,3.092095111871868e-10,0.7,9.34277206,9.34277206,9.34277206,9.34277206,1.0
614.xyz,20,-1550.667636,-77.5333818,2.7851844414780715,0.24915932617103334,65,5.5,2.3769728648009427,10,3,3.35466899602632,0.24354707157897026,0.8,4.52824872,8.3825119,7.65848674,8.3825119,1.8511597790502994
172.xyz,20,-1551.778221,-77.58891105000001,2.6567561736139127,0.06759762661485266,50,5.0,2.1908902300206643,8,1,3.8398454949076024,0.4666618135892005,0.75,4.34304858,7.90896764,10.263829439999999,10.263829439999999,2.3632776034939034
166.xyz,20,-1551.938352,-77.5969176,2.6817925137200813,0.1562020210982989,48,4.8,1.7204650534085253,8,2,3.862126909593964,0.37307280823015826,0.6,3.8069133,12.40465136,8.20616843,12.40465136,3.2584538660231637
98.xyz,20,-1553.335317,-77.66676585,2.6678539880684653,0.07127935681675025,52,5.2,1.886796226411321,7,2,3.50561378525186,0.28314654266356243,0.7,8.05791262,9.07547121,3.77386492,9.07547121,2.4048214237620353
600.xyz,20,-1551.742881,-77.58714404999999,2.608124796892573,0.01670613898749876,38,3.8,1.2489995996796797,5,2,4.582538967965385,0.495165185651275,0.3,12.3468877,0.0,7.16345626,12.3468877,1.0
167.xyz,20,-1549.048909,-77.45244545,2.6462417609992115,0.1537442725885283,43,4.1,1.260952021291849,6,2,5.139258715705929,0.7240577908414684,0.7,3.80964738,7.68362446,13.18047904,13.18047904,3.4597635227856705
601.xyz,20,-1551.561585,-77.57807925,2.6075922933963547,0.021227650771824653,38,3.8,1.3266499161421599,6,2,4.892900959583964,0.6015287663911875,0.3,11.66170308,0.0,7.8084223,11.66170308,1.0
99.xyz,20,-1546.665516,-77.3332758,2.6057098498592532,0.03734632595427498,32,3.2,1.5999999999999999,6,1,3.848898177340446,0.1147197753511313,0.6,8.66289082,8.66289422,5.16919626,8.66289422,1.6758687007175077
615.xyz,20,-1551.065551,-77.55327754999999,2.7246571908978203,0.21342207877773786,53,4.9,2.022374841615669,8,1,3.622660855539248,0.24942225211639224,0.8,9.92029134,5.134288,7.78110462,9.92029134,1.9321649545175497
173.xyz,20,-1551.568962,-77.5784481,2.648595371332365,0.09030821894773931,45,4.5,2.1095023109728985,9,2,3.5436277365682285,0.07540389759591735,0.75,9.04452594,7.1392977,7.535762439999999,9.04452594,1.2668649382697683
629.xyz,20,-1547.176484,-77.3588242,2.5993903491101187,0.033365426858060585,34,3.4,2.6153393661244038,7,1,3.9411288145474668,0.0029996890028612805,0.5,8.9575141,8.7848794,8.78186232,8.9575141,1.0200016549564852
8.xyz,20,-1548.082634,-77.40413170000001,2.7346975447939776,0.23212699194611777,48,4.0,2.280350850198276,7,1,3.6576835235664995,0.14433235205486222,0.6,8.84408192,8.844082069999999,3.5417177,8.844082069999999,2.497116602489238
198.xyz,20,-1554.016208,-77.7008104,2.675019207289742,0.0799224569662706,55,5.5,2.1563858652847827,12,3,3.3033306624819936,0.24111267289865268,0.75,7.03107874,6.85973,8.3762562,8.3762562,1.2210766604516505
66.xyz,20,-1550.241701,-77.51208505,2.714012665890605,0.22234800607915187,43,3.9,1.5779733838059502,6,1,3.9318552420658683,0.16871062659501251,0.5,9.6080129,9.6080129,7.76108984,9.6080129,1.2379721273784405
826.xyz,20,-1550.52539,-77.5262695,2.5986327728896055,0.013395039244619133,37,3.7,1.7916472867168918,8,1,3.9374583411816237,0.08675624178302525,0.55,9.06594104,9.14537331,10.38940508,10.38940508,1.145981981810903
72.xyz,20,-1552.638205,-77.63191025,2.652473848834233,0.021508171788072347,53,5.3,1.552417469626002,9,4,3.425311429615709,0.45821210154368996,0.9,3.78140598,3.78341768,10.0523889,10.0523889,2.6583733545584542
832.xyz,20,-1549.369223,-77.46846115,2.684989717972328,0.20425349747105756,44,4.0,1.9748417658131499,8,1,3.475456578144069,0.11102444285598995,0.6,7.7585529200000005,7.10114751,10.44103201,10.44103201,1.4703302523003077
403.xyz,20,-1548.608567,-77.43042835,2.602204106920875,0.018368214867595586,35,3.5,1.6881943016134133,7,2,4.328843981270749,0.5541422573066991,0.5,7.76705006,12.2648192,4.4969839,12.2648192,2.727343364515937
365.xyz,20,-1550.262028,-77.51310140000001,2.662468454200399,0.16084760259370426,39,3.9,2.118962010041709,8,1,3.9792294764733396,0.3122907515910412,0.4,9.5200414,9.70649938,7.95048106,9.70649938,1.2208694425843962
371.xyz,20,-1548.465157,-77.42325785,2.5887798623956644,0.017514117937736128,31,3.1,1.3,6,1,4.270383825394687,0.23669881565800982,0.4,8.98322644,7.87442322,9.58317508,9.58317508,1.2170002566867368
417.xyz,20,-1548.429413,-77.42147065,2.6912999593693945,0.27089779986333024,38,3.4,1.4966629547095764,6,2,4.300956695512711,0.2673684910381228,0.5,10.89314222,3.76978262,10.1059241,10.89314222,2.88959425994701
359.xyz,20,-1549.476558,-77.4738279,2.6597968778789243,0.16301802796348394,39,3.9,2.3000000000000003,8,1,4.020369738040519,0.2936421584195069,0.4,9.54992072,9.5633393,10.4382711,10.4382711,1.0930217544256222
577.xyz,20,-1553.700013,-77.68500064999999,2.6688377024896797,0.07582542611025953,55,5.5,1.91049731745428,10,3,3.1543066302550544,0.08582337328475607,0.9,7.91517576,4.82591897,7.06672577,7.91517576,1.640138553756115
211.xyz,20,-1552.032323,-77.60161615,2.7177726887758196,0.1619947723339431,53,5.3,1.7349351572897473,8,3,3.9724408960866775,0.27552178364397595,0.7,2.56731616,10.17249172,9.11748703,10.17249172,3.9623058034270313
205.xyz,20,-1553.787663,-77.68938315,2.643776806426856,0.024339294760276842,51,5.1,2.046948949045872,10,3,3.4897339161268923,0.2308790919207521,0.8,7.85589106,4.35680294,9.157530959999999,9.157530959999999,2.101892393599973
563.xyz,20,-1548.841594,-77.4420797,2.6880599956272886,0.11968059266215571,45,4.5,2.6551836094703507,10,1,3.6605611086589227,0.25246508013554275,0.6,7.67723508,10.1292866,9.65097164,10.1292866,1.3193925279672432
239.xyz,20,-1549.976112,-77.4988056,2.670077459054406,0.15753525981817226,43,4.3,1.6763054614240214,7,2,3.8491025455382006,0.3931458480790176,0.6,4.42759202,7.2096109,10.55707358,10.55707358,2.3843826468907587
588.xyz,20,-1554.545186,-77.7272593,2.672951862662174,0.06642130482830692,60,6.0,1.8708286933869707,11,4,3.1823965547875908,0.22363376467820242,0.85,4.74214922,5.78019638,7.63160676,7.63160676,1.6093139220110835
775.xyz,20,-1553.403897,-77.67019485,2.719217797779101,0.19550951942814523,59,5.5,2.2693611435820435,12,2,3.3229082152370304,0.1586517388492068,0.8,6.9360798,5.753677789999999,7.75545167,7.75545167,1.3479120578283201
761.xyz,20,-1553.63631,-77.6818155,2.639284736839189,0.029435116679693073,48,4.8,1.4696938456699067,6,3,3.4082090633321047,0.003985885389558773,0.4,5.80167561,5.80167573,4.958328959999999,5.80167573,1.1700868935489106
749.xyz,20,-1549.455723,-77.47278615,2.680919863129901,0.17951029049968437,47,4.3,2.1,9,1,3.560151272201162,0.17387829783517847,0.7,8.0472186,6.97436139,9.6945487,9.6945487,1.3900267218587592
991.xyz,20,-1549.998946,-77.4999473,2.7396349566596734,0.2523230623831563,47,4.3,2.147091055358389,8,1,3.6508435757366993,0.14572458101818764,0.7,9.62770458,9.7275161,7.81137858,9.7275161,1.245300813470495
985.xyz,20,-1554.812138,-77.7406069,2.7050078503886876,0.15883595886693624,62,5.9,1.5132745950421556,9,4,3.3016243635650793,0.2178911154176457,0.8,7.4396491099999995,7.438579600000001,3.45338018,7.4396491099999995,2.1543093207884225
952.xyz,20,-1555.942376,-77.79711879999999,2.659729847145297,0.04756083795932526,54,5.4,0.9165151389911681,6,4,3.2694243023865517,0.1403243674335142,1.0,7.0803741,8.17552453,4.07908818,8.17552453,2.0042529529234154
946.xyz,20,-1553.632494,-77.6816247,2.688291096305873,0.1514024743919483,57,5.5,1.9874606914351791,9,3,3.322019223293676,0.15020557213542102,0.75,6.47347112,6.75377557,7.42223648,7.42223648,1.1465620750309302
942.xyz,20,-1550.003267,-77.50016335000001,2.6315612424733645,0.024246295577659182,43,4.3,1.6155494421403513,7,2,3.484138673823562,0.0390844341067247,0.7,7.25849946,5.87094176,6.41983846,7.25849946,1.2363432915403338
956.xyz,20,-1555.674641,-77.78373205,2.714293339677023,0.12309863279725557,67,6.7,2.491987158875422,13,5,3.071190044092949,0.033011094879010695,0.9,5.16593931,5.5236998,4.628934040000001,5.5236998,1.1932984467413148
