structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,robustness_score,n_bonds,avg_coordination,max_coordination,min_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
332.xyz,-1555.924234,20,Au20,0.40958130058228304,0.5834302404799538,0.3,0.6680033768813287,60,6.0,12,4,Au,4.83e-06,3.529e-05,4.29272041,Au,9.113e-05,1.369e-05,-1.19143569,Au,-2.60522195,1.03131777,0.08744973,Au,0.58124424,-2.74173104,0.08800258,Au,1.75711669,1.48442071,0.29154779,Au,2.60513204,-1.03136238,0.08758953,Au,-0.58119667,2.74162234,0.08785602,Au,-1.75695273,-1.48420243,0.29157379,Au,-1.64934745,1.95300494,-2.19397023,Au,-0.9083091,-2.45636309,-2.05956847,Au,2.57222658,0.48513306,-2.05972369,Au,1.64953432,-1.95289979,-2.19388907,Au,0.90831369,2.45640182,-2.05952876,Au,-2.57203598,-0.48518254,-2.05989932,Au,-1.88074352,0.12861443,2.44765112,Au,2.28422359,-2.70433542,2.14876988,Au,0.18787391,1.87628935,2.44809902,Au,1.88052322,-0.1286389,2.44752773,Au,-2.28438794,2.70434517,2.14847546,Au,-0.18808891,-1.87648301,2.44818726
638.xyz,-1555.922577,20,Au20,0.4780901865694647,0.344351769077747,0.75,0.5347520821855525,54,5.4,6,4,Au,-5.032e-05,4.42e-06,-4.08811859,Au,5.029e-05,-3.41e-06,4.08812675,Au,-2.02753782,-0.24343881,3e-05,Au,1.7173896,-2.44338641,-6.081e-05,Au,1.04807786,2.75213127,-4.212e-05,Au,2.02753904,0.24343877,-4.302e-05,Au,-1.71739014,2.4433859,-2.7e-05,Au,-1.04807691,-2.75213051,4.96e-05,Au,-0.42988657,3.51195825,-2.03920005,Au,-1.21784689,-1.46479682,-2.27339715,Au,1.5305195,-1.1330831,-2.26281968,Au,0.4298353,-3.51193786,-2.03920673,Au,1.21779722,1.46475934,-2.27348275,Au,-1.53058016,1.1330935,-2.26280602,Au,0.42985929,-3.5119617,2.03923532,Au,1.21787907,1.46482708,2.27336079,Au,-1.53054825,1.13304358,2.26286369,Au,-0.42980859,3.51194069,2.03924177,Au,-1.21782991,-1.46478988,2.2734466,Au,1.53060837,-1.1330543,2.26284939
936.xyz,-1555.915122,20,Au20,0.5537608820644984,0.3460666315421934,1.0,0.4974228781542194,54,5.4,6,4,Au,-0.00504803,-1.62e-06,2.04192644,Au,0.00504802,-1.63e-06,-2.04192644,Au,2.60756303,-1.68e-05,-1.36925188,Au,-1.29939445,2.25569622,-1.37819213,Au,-1.29939094,-2.25570035,-1.37818915,Au,1.29939175,-2.25569993,1.37818915,Au,-2.60756303,-1.801e-05,1.36925188,Au,1.29939365,2.25569665,1.37819214,Au,-2.63048705,-8.8e-07,-1.41196371,Au,1.31991687,-2.28078993,-1.40284402,Au,1.31991105,2.28079806,-1.40284466,Au,-1.31991017,2.28079862,1.40284468,Au,2.63048705,-1.62e-06,1.41196371,Au,-1.31991776,-2.28078938,1.40284401,Au,3.53530578,-2.04116907,0.00802428,Au,-0.0,4.08211734,1.8e-07,Au,-3.53530572,-2.04116898,-0.00802391,Au,-3.53531161,2.04117982,-0.00803145,Au,1e-08,-4.08210825,-1.9e-07,Au,3.53531155,2.04117973,0.00803107
825.xyz,-1555.915113,20,Au20,0.5538666018503919,0.3462966699911381,1.0,0.4974458811657805,54,5.4,6,4,Au,-0.00268065,-0.00116583,-2.04417013,Au,0.00267041,0.00123287,2.04418752,Au,-1.46088025,2.1917943,1.40710931,Au,-1.1641067,-2.36140884,1.40917658,Au,2.63074971,0.17187176,1.40227509,Au,1.46080193,-2.19163667,-1.40705212,Au,1.16420408,2.3614258,-1.40923696,Au,-2.63079604,-0.17194928,-1.40233997,Au,-3.66002851,1.80722877,0.00373847,Au,0.26529547,-4.07344478,0.00193121,Au,3.39490648,2.26658585,-0.00583837,Au,3.66002991,-1.80717722,-0.00369638,Au,-0.26534264,4.07340802,-0.00200036,Au,-3.39497672,-2.26666789,0.00590179,Au,-1.44754791,2.16469986,-1.37432694,Au,-1.15442853,-2.33564564,-1.37221422,Au,2.59623413,0.16849251,-1.37842022,Au,1.44762354,-2.16477795,1.37435666,Au,1.15445866,2.33563433,1.37219768,Au,-2.59618635,-0.16849996,1.37842138
919.xyz,-1555.881308,20,Au20,0.5556757544511843,0.35079638177349615,1.0,0.49789272225142367,54,5.4,6,4,Au,-0.0,0.0,-2.0463836,Au,0.0,0.0,2.0463836,Au,-3.52856696,2.03721909,0.0,Au,0.0,-4.07443817,0.0,Au,3.52856696,2.03721909,-0.0,Au,3.52874765,-2.0373234,-0.0,Au,-0.0,4.07464682,-0.0,Au,-3.52874765,-2.0373234,0.0,Au,-1.3101461,2.26921473,1.40081254,Au,-1.31012455,-2.26922716,1.40081254,Au,2.62027065,1.244e-05,1.40081254,Au,-1.3101461,2.26921473,-1.40081254,Au,-1.31012455,-2.26922716,-1.40081254,Au,2.62027065,1.244e-05,-1.40081254,Au,-2.62027065,1.244e-05,1.40081254,Au,1.3101461,2.26921473,1.40081254,Au,1.31012455,-2.26922716,1.40081254,Au,-2.62027065,1.244e-05,-1.40081254,Au,1.3101461,2.26921473,-1.40081254,Au,1.31012455,-2.26922716,-1.40081254
950.xyz,-1555.845105,20,Au20,0.5326197457564633,0.8922689231030664,0.35,0.7097097359670231,67,6.7,16,4,Au,-1e-08,-1e-08,-0.34250054,Au,3e-08,-2e-08,-2.97907965,Au,-2.28381435,1.31857881,-2.03776888,Au,-1.419e-05,-2.63712933,-2.03776866,Au,2.28382856,1.31855416,-2.03776889,Au,2.1768099,-1.25676597,-2.01591734,Au,-1.545e-05,2.51355511,-2.01591726,Au,-2.17679445,-1.25679279,-2.01591732,Au,1.31879839,-0.7614089,2.34490116,Au,2.5e-07,1.52281738,2.34490117,Au,-1.31879864,-0.76140847,2.34490116,Au,-2.67265524,1.54305772,2.35451591,Au,3.7e-07,-3.08611624,2.3545162,Au,2.67265487,1.54305837,2.35451591,Au,2.71950615,0.00010489,0.23072912,Au,-1.35984392,2.35510898,0.23072881,Au,-1.35966229,-2.35521378,0.23072856,Au,1.35966193,-2.3552148,0.23073322,Au,-2.71950687,0.00010569,0.23073383,Au,1.35984495,2.35510919,0.23073347
947.xyz,-1555.845086,20,Au20,0.5325956511964589,0.8922181164854626,0.35,0.7097046538873523,67,6.7,16,4,Au,2.3e-07,0.00115351,0.21101773,Au,5e-07,-0.00148804,2.8478092,Au,-2.28515284,1.31800119,1.90778115,Au,1.401e-05,-2.63641618,1.90735823,Au,2.28510352,1.318061,1.90778118,Au,2.17750292,-1.25734646,1.88451018,Au,5.27e-05,2.51039709,1.88694098,Au,-2.17751977,-1.25730285,1.88450715,Au,-2.6711246,1.54458494,-2.48503872,Au,-1.91e-06,-3.08714963,-2.48581395,Au,2.67112294,1.54458321,-2.48503112,Au,1.31879733,-0.76188502,-2.47626612,Au,1.73e-06,1.52206834,-2.47265674,Au,-1.31879655,-0.76188761,-2.47626871,Au,-2.71885683,0.00072456,-0.36183186,Au,1.3591265,-2.35488918,-0.36201018,Au,1.36026835,2.35647539,-0.35968539,Au,-1.36026947,2.3564775,-0.35969205,Au,2.7188578,0.00072862,-0.36184799,Au,-1.35912656,-2.35489036,-0.36201649
271.xyz,-1555.796442,20,Au20,0.3441164673429402,0.6000931383703998,0.1,0.7142267688370401,62,6.2,13,4,Au,0.0,0.0,-3.47326119,Au,-0.0,-0.0,-0.38357369,Au,0.0,-1.29136123,2.13950863,Au,-0.0,1.29136123,2.13950863,Au,-0.0,2.84172712,-0.08111097,Au,-0.0,-2.84172712,-0.08111097,Au,3.1985773,-0.0,-1.40048806,Au,-3.1985773,0.0,-1.40048806,Au,1.33957801,-3.52659009,2.05759074,Au,-1.33957801,3.52659009,2.05759074,Au,1.33957801,3.52659009,2.05759074,Au,-1.33957801,-3.52659009,2.05759074,Au,-2.14944613,-1.40077752,0.58956242,Au,2.14944613,1.40077752,0.58956242,Au,-2.14944613,1.40077752,0.58956242,Au,2.14944613,-1.40077752,0.58956242,Au,-1.33982199,-1.71307416,-2.01189922,Au,1.33982199,1.71307416,-2.01189922,Au,-1.33982199,1.71307416,-2.01189922,Au,1.33982199,-1.71307416,-2.01189922
24.xyz,-1555.721965,20,Au20,0.27587530834566687,0.21299189202173854,0.3,0.6071034587476284,55,5.5,7,4,Au,3.30919868,-1.741e-05,0.84069841,Au,-3.30919868,1.741e-05,0.84069841,Au,-4.045e-05,3.2277246,0.70841538,Au,4.045e-05,-3.2277246,0.70841538,Au,2.26390529,-5.612e-05,-1.60321896,Au,-2.26390529,5.612e-05,-1.60321896,Au,3.015e-05,1.33221558,-1.10471428,Au,-3.015e-05,-1.33221558,-1.10471428,Au,-1.31523126,-1.30959851,1.94393625,Au,1.31523126,1.30959851,1.94393625,Au,1.31663414,-1.31111199,1.94455203,Au,-1.31663414,1.31111199,1.94455203,Au,-4.52322173,1.29822078,-1.10340135,Au,4.52322173,-1.29822078,-1.10340135,Au,-2.30047412,-2.36833084,-0.26111541,Au,2.30047412,2.36833084,-0.26111541,Au,-4.52308505,-1.298287,-1.10349237,Au,4.52308505,1.298287,-1.10349237,Au,-2.30052512,2.36859551,-0.26165969,Au,2.30052512,-2.36859551,-0.26165969
774.xyz,-1555.706711,20,Au20,0.31023490761715405,0.5659002601295133,0.0,0.714433812600253,63,6.3,11,5,Au,-0.27892439,0.30943461,1.37823935,Au,-0.27959544,-0.3061682,-1.37510452,Au,0.4663535,0.60093739,-3.89802796,Au,0.47663625,-0.60867837,3.8936761,Au,2.08110989,1.33222206,0.35342303,Au,-1.86389222,-1.92313692,0.25620946,Au,2.07863197,-1.34466996,-0.35972183,Au,-1.85579951,1.93499963,-0.25154309,Au,-1.73050034,-1.47072262,2.8385318,Au,1.38542924,1.68318226,2.94665824,Au,-1.72896463,1.48102458,-2.8343373,Au,1.36940635,-1.69306929,-2.9504835,Au,2.38202252,0.57839051,-2.12655167,Au,-3.03560861,-0.18995388,-1.30875811,Au,0.44433362,-2.2561713,1.55849815,Au,0.14841928,2.97077626,1.04530711,Au,-3.03264992,0.20662762,1.31575784,Au,2.38923872,-0.59119466,2.11891851,Au,0.13328053,-2.97087667,-1.04206058,Au,0.4510732,2.25704697,-1.55863103
819.xyz,-1555.694358,20,Au20,0.4677567355021004,0.7681695370185591,0.25,0.683906371070277,57,5.7,11,4,Au,-0.0,0.0,2.66279089,Au,-0.0,0.0,-0.04314996,Au,-0.13362009,2.29890633,1.40731488,Au,-2.0963917,-0.9523217,1.40780771,Au,2.64211229,-1.59522228,1.29056924,Au,0.13362009,-2.29890633,1.40731488,Au,2.0963917,0.9523217,1.40780771,Au,-2.64211229,1.59522228,1.29056924,Au,-2.71124141,0.08926213,-0.92539203,Au,1.34141968,-2.35694771,-0.92604021,Au,1.33545321,2.21140547,-0.80459631,Au,2.71124141,-0.08926213,-0.92539203,Au,-1.34141968,2.35694771,-0.92604021,Au,-1.33545321,-2.21140547,-0.80459631,Au,-2.10726772,1.27075728,-3.22192239,Au,-0.10063714,-2.66930926,-3.12057,Au,2.31957268,1.33450702,-3.11907372,Au,2.10726772,-1.27075728,-3.22192239,Au,0.10063714,2.66930926,-3.12057,Au,-2.31957268,-1.33450702,-3.11907372
111.xyz,-1555.687918,20,Au20,0.5222571717869131,0.8652743885064881,0.35,0.7106325841536791,66,6.6,13,4,Au,-0.9560908,0.83794786,0.09107918,Au,0.93853621,-0.99835635,-0.01518582,Au,-1.90726031,-1.809227,0.02962987,Au,1.9293867,1.78200834,-0.04296806,Au,-0.98655323,-0.81701085,-2.21494633,Au,0.98174789,0.92180733,-2.31232665,Au,1.50168088,-1.65149953,-2.64212861,Au,-1.53733096,1.7885182,-2.35368937,Au,0.92433336,0.91073736,2.21679865,Au,-0.93858764,-0.93552907,2.28661802,Au,1.59108404,-1.64784214,2.59586752,Au,-1.61863271,1.64357653,2.52836037,Au,3.20732323,-0.10854877,1.29623229,Au,-3.29878843,-0.02635407,1.44359032,Au,-0.04833293,3.14381352,1.10625453,Au,0.01604168,-3.22494103,1.25445192,Au,-3.20999392,0.21009799,-1.15127012,Au,3.20040607,-0.20621278,-1.3050308,Au,0.32820377,3.37756313,-1.46604843,Au,-0.11717289,-3.19054866,-1.34528847
637.xyz,-1555.686437,20,Au20,0.4477587199009294,0.41977468112572386,0.55,0.5722725085755354,54,5.4,6,4,Au,-2.158e-05,-2.533e-05,-3.88267663,Au,3.147e-05,3.695e-05,3.8826766,Au,-0.63806953,-2.88081273,9e-08,Au,2.74296377,1.08590964,-9e-08,Au,-1.63934983,1.39758127,-0.0,Au,0.63806951,2.88081277,-9e-08,Au,-2.74296372,-1.08590966,9e-08,Au,1.6393498,-1.39758131,0.0,Au,-0.36733608,2.02848195,-2.2585367,Au,-2.19146848,-2.57073931,-2.11554249,Au,2.06116464,-0.0417512,-2.25844407,Au,0.36733266,-2.02848016,-2.25853846,Au,2.19149103,2.57076577,-2.1155261,Au,-2.06116235,0.0417481,-2.25844581,Au,0.36733687,-2.02848237,2.25853629,Au,2.19146325,2.57073319,2.11554623,Au,-2.06116518,0.04175192,2.25844367,Au,-0.36733186,2.02847974,2.25853887,Au,-2.19149622,-2.57077185,2.1155224,Au,2.06116182,-0.04174739,2.25844622
243.xyz,-1555.680568,20,Au20,0.23672392533151426,0.34203944648280626,0.05,0.688843991981614,60,6.0,10,4,Au,0.0,0.00018123,3.33389753,Au,-0.0,-0.00014251,-0.12570727,Au,7e-08,-2.5454654,0.70823444,Au,-7e-08,2.54525819,0.7083757,Au,6.5e-07,2.61888977,3.32868896,Au,-6.5e-07,-2.61865036,3.32855134,Au,-1e-07,1.33883649,-4.36847213,Au,1e-07,-1.33874798,-4.36854697,Au,-4.3e-07,2.16536724,-1.86890628,Au,4.3e-07,-2.16547621,-1.86909493,Au,1.37411428,-5.25e-06,-2.57022275,Au,-1.37411428,-5.46e-06,-2.57022275,Au,1.93810992,-1.32866681,2.09019365,Au,-1.93823979,1.32901665,2.09053594,Au,1.93823993,1.32901556,2.0905352,Au,-1.93811006,-1.32866572,2.09019292,Au,-2.19206101,-1.41658965,-0.50713445,Au,2.19209408,1.41621993,-0.50688245,Au,-2.19209453,1.41621894,-0.50688186,Au,2.19206146,-1.41658865,-0.50713386
314.xyz,-1555.676499,20,Au20,0.7303937016830155,0.9010077756756234,1.0,0.6055710386869653,67,6.7,13,5,Au,-0.0,-0.0,1.33141245,Au,0.0,0.0,-1.33141245,Au,1.2e-07,2.50894163,0.0,Au,-2.3156815,-1.31852594,0.0,Au,2.31568165,-1.3185259,0.0,Au,-1.2e-07,-2.50894163,-0.0,Au,2.3156815,1.31852594,-0.0,Au,-2.31568165,1.3185259,-0.0,Au,2.5635373,3.1e-07,2.28821651,Au,-1.30267637,2.25719939,2.30324665,Au,-1.30267658,-2.25719907,2.30324664,Au,-2.5635373,-3.5e-07,2.28821651,Au,1.30267639,-2.25719937,2.30324665,Au,1.30267656,2.25719908,2.30324664,Au,-1.30267639,2.25719937,-2.30324665,Au,2.5635373,3.5e-07,-2.28821651,Au,-1.30267656,-2.25719909,-2.30324664,Au,1.30267636,-2.25719939,-2.30324665,Au,-2.5635373,-3.1e-07,-2.28821651,Au,1.30267658,2.25719907,-2.30324664
