structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,robustness_score,n_bonds,avg_coordination,max_coordination,min_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
707.xyz,-1554.357546,20,Au20,0.2717393061735404,0.4157436223334559,0.07500000000000001,0.6897965153912404,57,5.7,11,3,Au,-0.66357527,0.0,3.52774222,Au,2.15817911,-0.0,-1.31528941,Au,-2.10080782,-0.0,1.20343545,Au,4.66856803,-0.0,-0.56838272,Au,-1.72323684,0.0,-2.42006891,Au,0.57988654,-0.0,1.07708884,Au,-0.61605878,1.69826213,-0.51453226,Au,-0.61605878,-1.69826213,-0.51453226,Au,-0.75827889,-2.14696715,2.05064218,Au,0.49991357,-1.33362059,-2.87900952,Au,0.49991357,1.33362059,-2.87900952,Au,-0.75827889,2.14696715,2.05064218,Au,2.92007588,-1.32965483,0.8566072,Au,-3.23411532,-1.35604345,-0.7415338,Au,-3.23411532,1.35604345,-0.7415338,Au,2.92007588,1.32965483,0.8566072,Au,-1.82599939,-2.61099928,-2.62527387,Au,1.55495605,-1.34313803,3.10083734,Au,1.55495605,1.34313803,3.10083734,Au,-1.82599939,2.61099928,-2.62527387
408.xyz,-1554.338684,20,Au20,0.1675804093150078,0.2258938750706224,0.0,0.6698501124127225,53,5.3,10,3,Au,0.45498958,0.58585318,4.73226412,Au,0.46207951,0.60640166,-4.71569597,Au,0.12892632,-0.98487732,-2.63245635,Au,0.13020619,-0.97800055,2.62783087,Au,-0.58858984,1.24646795,-0.00390816,Au,0.12647648,-1.31087584,-0.00107293,Au,1.20050984,-3.70186145,0.00475547,Au,-1.57801079,3.67786362,-0.00535996,Au,2.53827779,-0.38752149,3.51350269,Au,-1.82396907,0.75675375,3.48396278,Au,-1.82480638,0.75697356,-3.48069496,Au,2.54028965,-0.39917771,-3.51622694,Au,-2.10131274,-0.66286212,1.29247838,Au,1.66429063,0.71028636,1.29512136,Au,2.41595973,-1.80557323,-1.3206345,Au,-2.8641005,1.82318433,-1.3165045,Au,1.66091794,0.70856582,-1.30659476,Au,-2.10192518,-0.66875816,-1.2946289,Au,-2.85808092,1.83003074,1.32085771,Au,2.41787175,-1.80287308,1.32300457
782.xyz,-1554.331682,20,Au20,0.39047855986486857,0.48395152039187705,0.4,0.6244931759374928,59,5.9,12,5,Au,0.0,-0.0,-1.30467487,Au,0.0,-0.0,1.30467487,Au,-0.0,0.0,-3.9153462,Au,0.0,0.0,3.9153462,Au,-2.03235265,-2.03235265,1.72059351,Au,2.03235265,2.03235265,1.72059351,Au,-2.03235265,2.03235265,-1.72059351,Au,2.03235265,-2.03235265,-1.72059351,Au,2.32142658,0.0,-0.0,Au,-2.32142658,0.0,0.0,Au,-0.0,-2.32142658,0.0,Au,0.0,2.32142658,0.0,Au,0.41691383,2.27765791,-2.61770559,Au,-0.41691383,-2.27765791,-2.61770559,Au,2.27765791,-0.41691383,2.61770559,Au,-2.27765791,0.41691383,2.61770559,Au,-0.41691383,2.27765791,2.61770559,Au,0.41691383,-2.27765791,2.61770559,Au,-2.27765791,-0.41691383,-2.61770559,Au,2.27765791,0.41691383,-2.61770559
347.xyz,-1554.322171,20,Au20,0.3911855776978777,0.48558157055050255,0.4,0.6246553749364063,59,5.9,12,5,Au,-0.0,0.0,-3.90321619,Au,-0.0,-0.0,3.90321644,Au,-0.0,0.0,-1.30401198,Au,-0.0,-0.0,1.30401161,Au,1.8638035,-1.40760644,-2.61205103,Au,-1.8638035,1.40760644,-2.61205103,Au,-1.40760626,-1.86380368,2.61205101,Au,1.40760626,1.86380368,2.61205101,Au,0.61981093,2.2520397,-2.61181096,Au,-0.61981093,-2.2520397,-2.61181096,Au,2.25203975,-0.61981083,2.61181088,Au,-2.25203975,0.61981083,2.61181088,Au,0.91794904,-2.70025701,1.74089214,Au,-0.91794904,2.70025701,1.74089214,Au,-2.70025695,-0.91794883,-1.74089201,Au,2.70025695,0.91794883,-1.74089201,Au,1.02468532,2.07914379,0.00020406,Au,-1.02468532,-2.07914379,0.00020406,Au,2.0791437,-1.0246856,-0.00020402,Au,-2.0791437,1.0246856,-0.00020402
297.xyz,-1554.2955,20,Au20,0.2790601007947624,0.4155720925571491,0.1,0.6678335931842863,56,5.6,9,3,Au,-0.0,1.35836594,0.50690082,Au,-0.0,-1.35836541,0.50690037,Au,1.32530006,0.0,2.35674,Au,-1.32530006,0.0,2.35674,Au,-3.92920115,0.0,2.35595022,Au,3.92920115,0.0,2.35595022,Au,3.63294993,0.0,-1.65005774,Au,-3.63294993,0.0,-1.65005774,Au,-1.33681635,-3.45443448,-0.36318187,Au,1.33681634,3.45443447,-0.36318186,Au,-1.33681634,3.45443447,-0.36318186,Au,1.33681635,-3.45443448,-0.36318187,Au,2.72668911,-1.35245721,0.44980171,Au,-2.7266891,1.35245721,0.44980171,Au,2.7266891,1.35245721,0.44980171,Au,-2.72668911,-1.35245721,0.44980171,Au,-1.32610371,1.30753243,-1.87138626,Au,1.32610384,-1.30753269,-1.87138649,Au,-1.32610384,-1.30753269,-1.87138649,Au,1.32610371,1.30753243,-1.87138626
213.xyz,-1554.257775,20,Au20,0.2947040870801425,0.1767384303161508,0.5,0.5778365999760596,54,5.4,9,3,Au,-0.0,1.34006027,1.30285749,Au,0.0,-1.34006027,1.30285749,Au,-0.0,-3.71773034,0.00035442,Au,0.0,3.71773034,0.00035442,Au,0.0,3.60769504,-2.61315387,Au,-0.0,-3.60769504,-2.61315387,Au,0.0,-1.33211216,-3.93965709,Au,-0.0,1.33211216,-3.93965709,Au,-0.0,1.34007098,-1.30274621,Au,0.0,-1.34007098,-1.30274621,Au,-0.0,1.33170019,3.93964474,Au,0.0,-1.33170019,3.93964474,Au,-0.0,-3.60767992,2.61387029,Au,0.0,3.60767992,2.61387029,Au,1.88619928,-0.0,-2.63229158,Au,-1.88619928,-0.0,-2.63229158,Au,1.88646041,0.0,2.63154643,Au,-1.88646041,-0.0,2.63154643,Au,-1.95772115,-0.0,-0.00042462,Au,1.95772115,0.0,-0.00042462
272.xyz,-1554.24416,20,Au20,0.3021825065963532,0.4656688248042133,0.15,0.6826574892600823,59,5.9,12,3,Au,0.0,0.0,-3.36397597,Au,0.0,0.0,0.29371746,Au,0.0,2.20370623,3.15874463,Au,-0.0,-2.20370623,3.15874463,Au,1.38212851,0.0,2.61341828,Au,-1.38212851,-0.0,2.61341828,Au,-2.7143615,0.0,0.32326365,Au,2.7143615,-0.0,0.32326365,Au,3.9212218,-1.30231328,-1.64824563,Au,-3.9212218,1.30231328,-1.64824563,Au,3.9212218,1.30231328,-1.64824563,Au,-3.9212218,-1.30231328,-1.64824563,Au,-1.3617115,2.23693561,0.93168565,Au,1.3617115,-2.23693561,0.93168565,Au,-1.3617115,-2.23693561,0.93168565,Au,1.3617115,2.23693561,0.93168565,Au,-1.32765693,1.36988753,-1.56358869,Au,1.32765693,-1.36988753,-1.56358869,Au,-1.32765693,-1.36988753,-1.56358869,Au,1.32765693,1.36988753,-1.56358869
7.xyz,-1554.235126,20,Au20,0.3561271015015528,0.6129856921863237,0.05,0.6481735692186325,47,4.7,6,2,Au,3.26399962,-0.38357432,-0.96538516,Au,-3.2640005,0.38357658,-0.96538897,Au,0.13104408,3.07840274,-1.0431857,Au,-0.13103568,-3.07840316,-1.04318936,Au,2.49940083,0.36837969,1.4091781,Au,-2.49939845,-0.36837988,1.40918245,Au,0.81391513,2.41592322,1.40783996,Au,-0.81391436,-2.41592167,1.40784386,Au,-4.16221493,1.34327658,-3.21020876,Au,4.16221761,-1.3432761,-3.21021174,Au,2.22000449,-2.5685168,-1.99819325,Au,-2.22001167,2.56851374,-1.9981963,Au,1.62664858,1.34167646,3.68873396,Au,-1.62664744,-1.34167483,3.6887312,Au,-0.86106721,1.03847345,2.89342647,Au,0.86106371,-1.03847653,2.89342664,Au,-2.4935157,-2.08867285,-0.59434264,Au,2.49351199,2.08867385,-0.59434195,Au,1.67734448,-1.98117982,0.54278344,Au,-1.6773446,1.98117964,0.54278411
689.xyz,-1554.230801,20,Au20,0.1712397814959848,0.2091825916144624,0.05,0.6531688064255972,53,5.3,11,3,Au,-0.39759876,2.42e-06,4.26801975,Au,0.23481499,-9.24e-06,-0.98555202,Au,1.94687989,-5.33e-06,3.14597553,Au,-1.41854776,1.19e-06,-3.14702784,Au,-2.92466128,6.76e-06,3.67040027,Au,3.7521609,1.157e-05,-3.55696037,Au,1.1514119,-2.73e-06,-3.50104109,Au,-0.28405491,-1.99e-06,1.65266078,Au,4.07388184,-6.98e-06,1.66252745,Au,-3.99466874,-1.94e-06,-2.7988241,Au,-0.4455913,-2.25207837,0.25535391,Au,-0.4455838,2.25206932,0.255341,Au,2.53642748,-1.32532341,-1.67360605,Au,-2.61092455,-1.36348369,1.48401838,Au,-2.61091866,1.36348705,1.48401289,Au,2.53641116,1.32533621,-1.67360883,Au,1.93839991,1.33350329,0.85349693,Au,-2.48812042,1.32757967,-1.12434414,Au,-2.48811496,-1.32757125,-1.12433813,Au,1.93839705,-1.33351255,0.85349567
767.xyz,-1554.229044,20,Au20,0.14292045798280129,0.16314357852831948,0.025,0.682799620266625,58,5.8,10,3,Au,-1.04679528,1.04603024,-2.61227203,Au,-0.33005045,-0.18116954,1.44014592,Au,0.6980919,-0.65879231,-3.73305679,Au,0.81797242,0.29922681,5.50780222,Au,-1.3298863,-1.17739537,5.63285686,Au,1.6340927,0.58312058,3.05798393,Au,0.07205894,3.41097322,-2.34640959,Au,0.60946465,-3.01147304,-2.55410249,Au,0.66977373,1.88425019,-4.40917144,Au,-0.74447644,-2.60871776,-4.77146302,Au,0.28730319,-1.60454377,3.64652342,Au,-1.10625639,0.68238113,3.78884211,Au,-1.57365432,-1.53035508,-2.55481556,Au,1.58921677,1.24560014,-2.04889074,Au,-2.20814718,1.62058203,1.597823,Au,1.78587203,-1.66788595,1.50239882,Au,2.04992901,0.72756409,0.47372645,Au,-2.10686247,-0.03222223,-0.46631911,Au,0.49273668,-0.92346199,-0.93956951,Au,-0.26038319,1.89628862,-0.21203245
237.xyz,-1554.207672,20,Au20,0.14193020787286204,0.143796858281068,0.025,0.6532878036058846,54,5.4,8,3,Au,1.73061975,-0.01878058,0.10126668,Au,-0.20558974,0.21280015,-3.94013795,Au,0.88653059,-1.32302285,2.17531742,Au,0.87151338,1.28631395,2.28615516,Au,-0.59397493,2.74746985,-3.48334995,Au,-1.20933172,-1.8472499,-2.67170716,Au,1.14548361,1.48162654,-2.00720994,Au,1.26982476,-1.12861534,-2.2175031,Au,-1.58961025,-5.66512144,0.87305033,Au,-1.06590035,5.68009328,0.3152095,Au,-0.38976993,-3.4704497,1.521397,Au,-0.06364512,3.63476558,1.58625247,Au,-0.6750887,-1.26214438,-0.09155227,Au,1.89998292,2.58170093,0.23744753,Au,-0.56959564,1.4126045,0.08599616,Au,1.57402138,-2.63733775,-0.07992422,Au,-2.28460017,3.37052678,0.21179218,Au,0.72446639,-5.10025813,-0.24005664,Au,-1.43306534,-3.72262676,-0.8798972,Au,-0.02227087,3.76770526,-1.13878556
787.xyz,-1554.206192,20,Au20,0.23726513184016917,0.4127774226832564,0.0,0.70679669243226,61,6.1,11,3,Au,-1.33969359,-0.116032,2.19081408,Au,1.33969358,0.11603183,2.1908152,Au,-0.88736853,0.96678013,-2.23493309,Au,0.88736827,-0.96677963,-2.23493293,Au,-2.37205075,-2.17989821,0.76166918,Au,2.3720562,2.1798987,0.76167155,Au,-1.75215182,2.99668468,-0.81112829,Au,1.75214966,-2.99668519,-0.81112861,Au,-1.78051174,-1.5171666,-1.77953236,Au,1.78052933,1.51714072,-1.77956105,Au,-1.9315755,2.38837755,1.71764069,Au,1.9315765,-2.38837695,1.717641,Au,-2.51608242,0.44457964,-0.12211123,Au,2.51608408,-0.44457835,-0.12211235,Au,-0.02947656,1.28888672,0.24682302,Au,0.0294696,-1.28890441,0.24682568,Au,4.29970636,1.35103031,-0.78573603,Au,-4.29970699,-1.35102987,-0.78573689,Au,-0.1896538,-3.8072002,0.81649096,Au,0.1896381,3.80724113,0.81652146
733.xyz,-1554.18361,20,Au20,0.37949653398706484,0.28420267619168094,0.55,0.564670267619168,50,5.0,7,3,Au,4.26356225,-0.0,-3.09155223,Au,-4.26356225,-0.0,3.09155223,Au,-3.16379755,0.0,0.71404412,Au,3.16379755,0.0,-0.71404412,Au,2.04943564,-1.31620499,-2.72123889,Au,-2.04943564,-1.31620499,2.72123889,Au,-2.04943563,1.31620499,2.72123889,Au,2.04943563,1.31620499,-2.72123889,Au,-3.01834924,-1.30349499,-1.563783,Au,3.01834924,-1.30349499,1.563783,Au,3.01834924,1.30349499,1.563783,Au,-3.01834924,1.30349499,-1.563783,Au,0.48898898,1.3586305,2.16364048,Au,-0.48898898,1.3586305,-2.16364048,Au,-0.48898898,-1.3586305,-2.16364048,Au,0.48898898,-1.3586305,2.16364048,Au,-1.29252593,2.07572546,0.28361802,Au,1.29252593,2.07572546,-0.28361802,Au,1.29252593,-2.07572546,-0.28361802,Au,-1.29252593,-2.07572546,0.28361802
660.xyz,-1554.182184,20,Au20,0.25548208325849314,0.0,0.6,0.489375,43,4.3,6,2,Au,-2.15646751,-0.0,-5.27785667,Au,2.15646751,-0.0,5.27785667,Au,1.58640828,0.0,-1.61637016,Au,-1.58640828,-0.0,1.61637016,Au,0.93929787,0.0,0.93097301,Au,-0.93929787,0.0,-0.93097301,Au,2.26317423,0.0,-4.20258811,Au,-2.26317423,0.0,4.20258811,Au,-3.46411516,0.0,-0.22521074,Au,3.46411516,-0.0,0.22521074,Au,-0.34554557,-0.0,5.98590597,Au,0.34554557,0.0,-5.98590597,Au,4.116366,0.0,-2.28908179,Au,-4.116366,-0.0,2.28908179,Au,-2.81460499,-0.0,-2.75967422,Au,2.81460499,0.0,2.75967422,Au,0.26663033,-0.0,3.44825545,Au,-0.26663033,0.0,-3.44825545,Au,-4.79974687,0.0,4.78929874,Au,4.79974687,-0.0,-4.78929874
148.xyz,-1554.182181,20,Au20,0.22547906347194296,0.0,0.5,0.504375,43,4.3,6,2,Au,-3.84102298,-4.60398759,0.0,Au,3.84102298,4.60398759,-0.0,Au,2.65000939,-2.24298683,-0.0,Au,-2.65000939,2.24298683,-0.0,Au,-6.70874438,-0.99130343,0.0,Au,6.70874438,0.99130343,-0.0,Au,0.61885785,-3.89232558,-0.0,Au,-0.61885785,3.89232558,-0.0,Au,4.67096326,-0.61072103,-0.0,Au,-4.67096326,0.61072103,-0.0,Au,-1.40889201,-5.52376032,-0.0,Au,1.40889201,5.52376032,-0.0,Au,-1.8387073,-2.92887008,0.0,Au,1.8387073,2.92887008,0.0,Au,2.23746393,0.3543295,0.0,Au,-2.23746393,-0.3543295,0.0,Au,0.20066956,-1.30688025,0.0,Au,-0.20066956,1.30688025,0.0,Au,-4.32112172,-2.02978127,0.0,Au,4.32112172,2.02978127,0.0
