structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,n_bonds,avg_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
structure_760,-1553.639651,20,Au20,0.7773506707519422,0.9660809959492497,1.0,48,4.8,Au,-1.63361267,1.99998325,-1.468e-05,Au,1.63361657,-1.99998075,-1.952e-05,Au,-1.99967095,-1.63405446,-2.079e-05,Au,1.99967244,1.63405485,-1.352e-05,Au,2.22670428,-2.72691088,2.45050225,Au,-2.22668692,2.72690988,2.45049761,Au,2.72688052,2.22675488,2.45050291,Au,-2.72685628,-2.22673987,2.45049415,Au,-2.22664233,2.72685326,-2.45064875,Au,2.22665699,-2.72684339,-2.45064811,Au,-2.72678171,-2.22666997,-2.45064501,Au,2.72681695,2.22669905,-2.45066182,Au,0.18692059,1.85197135,1.98172789,Au,-0.18697327,-1.8519604,1.9817285,Au,-1.85178916,0.18695203,1.98194145,Au,1.85179764,-0.18697833,1.98194048,Au,-0.18701971,-1.85196367,-1.98156378,Au,0.18696041,1.85198138,-1.9815634,Au,1.85181982,-0.18695379,-1.9817674,Au,-1.85181323,0.18689561,-1.98176847
structure_987,-1553.639654,20,Au20,0.7772093254005596,0.9657316335833246,1.0,48,4.8,Au,-1.82598402,-1.82598551,6.89e-06,Au,1.82598382,1.82598535,6.64e-06,Au,1.82598269,-1.82598439,-4.85e-06,Au,-1.8259824,1.82598417,-4.82e-06,Au,1.86104924,8.63e-06,-1.98171353,Au,-1.86104851,-7.26e-06,-1.98171382,Au,-5.833e-05,1.86104907,-1.98171413,Au,5.79e-05,-1.86104951,-1.98171398,Au,-1.86104969,3.336e-05,1.98171247,Au,1.86104899,-3.194e-05,1.98171246,Au,3.34e-05,1.86105023,1.98171292,Au,-3.337e-05,-1.86105117,1.98171258,Au,2.48912651,2.48899801,2.4510281,Au,-2.48912718,-2.48899782,2.45102817,Au,-2.48899408,2.48913019,2.45102888,Au,2.48899517,-2.48913072,2.45102896,Au,-2.4891152,2.48898631,-2.45102405,Au,2.48911618,-2.48898704,-2.45102421,Au,2.48900451,2.48914095,-2.45103232,Au,-2.48900564,-2.48914091,-2.45103237
structure_141,-1553.639366,20,Au20,0.7769300950361715,0.9650438464744959,1.0,48,4.8,Au,1.81795448,1.81795449,-2e-08,Au,-1.8179545,-1.81795449,1.06e-06,Au,-1.81795439,1.81795437,-1.63e-06,Au,1.81795437,-1.81795439,6e-07,Au,-1.86078853,5.91e-06,-1.98883804,Au,1.86078874,-1.15e-06,-1.98883806,Au,2.97e-06,-1.8607891,-1.98883807,Au,-4.1e-06,1.86078818,-1.98883804,Au,1.86078843,-3.17e-06,1.98883805,Au,-1.86078884,-1.35e-06,1.98883805,Au,1.96e-06,-1.8607882,1.98883803,Au,1.4e-07,1.86078907,1.98883807,Au,-2.49106657,-2.49106719,-2.44561238,Au,2.49106614,2.49106551,-2.4456117,Au,2.49106407,-2.49106446,-2.4456112,Au,-2.49106271,2.49106232,-2.44561,Au,2.49106368,-2.49106342,2.44561059,Au,-2.49106536,2.49106562,2.44561188,Au,-2.49106521,-2.4910645,2.44561114,Au,2.49106524,2.49106594,2.44561167
structure_140,-1553.635898,20,Au20,0.7753558818245094,0.961467486601813,1.0,48,4.8,Au,-1.83011033,-1.9430204,0.0,Au,1.83011033,1.94302041,-0.0,Au,1.8309687,-1.94226174,-1e-08,Au,-1.8309687,1.94226174,-1e-08,Au,-1.79915675,-0.00015865,-1.92756761,Au,1.79915675,0.00015865,-1.92756761,Au,0.0005486,-1.94723784,-1.90439152,Au,-0.0005486,1.94723784,-1.90439152,Au,1.79915675,0.00015865,1.92756761,Au,-1.79915675,-0.00015866,1.92756761,Au,0.00054858,-1.94723784,1.90439152,Au,-0.00054858,1.94723784,1.90439152,Au,-2.4883028,-2.4670763,2.47801495,Au,2.4883028,2.46707631,2.47801495,Au,2.4894796,-2.46687092,2.47772025,Au,-2.4894796,2.46687092,2.47772025,Au,2.48947959,-2.46687091,-2.47772024,Au,-2.48947959,2.46687091,-2.47772024,Au,-2.4883028,-2.46707631,-2.47801496,Au,2.4883028,2.46707631,-2.47801495
structure_336,-1555.676499,20,Au20,0.7304041820651637,0.9010348800834822,1.0,67,6.7,Au,-0.0,-0.0,-1.33091222,Au,0.0,-0.0,1.33153258,Au,2.31557959,-1.31851147,7.24e-06,Au,1.1e-06,2.50897706,-0.00012408,Au,-2.315574,-1.31850946,-2.442e-05,Au,-2.31557959,1.31851147,7.25e-06,Au,-1.1e-06,-2.50897706,-0.00012408,Au,2.315574,1.31850946,-2.441e-05,Au,2.56351845,-7.241e-05,2.28823922,Au,-1.30272668,2.25723798,2.30316326,Au,-1.30268744,-2.25730995,2.30316685,Au,-2.56351845,7.24e-05,2.28823922,Au,1.30272668,-2.25723798,2.30316326,Au,1.30268744,2.25730995,2.30316685,Au,-2.56376527,-8.291e-05,-2.28814973,Au,1.30273708,-2.25715162,-2.30329585,Au,1.30278464,2.25707327,-2.3032927,Au,2.56376527,8.287e-05,-2.28814973,Au,-1.30273706,2.25715164,-2.30329585,Au,-1.30278466,-2.25707326,-2.3032927
structure_314,-1555.676499,20,Au20,0.7303937016830155,0.9010077756756234,1.0,67,6.7,Au,-0.0,-0.0,1.33141245,Au,0.0,0.0,-1.33141245,Au,1.2e-07,2.50894163,0.0,Au,-2.3156815,-1.31852594,0.0,Au,2.31568165,-1.3185259,0.0,Au,-1.2e-07,-2.50894163,-0.0,Au,2.3156815,1.31852594,-0.0,Au,-2.31568165,1.3185259,-0.0,Au,2.5635373,3.1e-07,2.28821651,Au,-1.30267637,2.25719939,2.30324665,Au,-1.30267658,-2.25719907,2.30324664,Au,-2.5635373,-3.5e-07,2.28821651,Au,1.30267639,-2.25719937,2.30324665,Au,1.30267656,2.25719908,2.30324664,Au,-1.30267639,2.25719937,-2.30324665,Au,2.5635373,3.5e-07,-2.28821651,Au,-1.30267656,-2.25719909,-2.30324664,Au,1.30267636,-2.25719939,-2.30324665,Au,-2.5635373,-3.1e-07,-2.28821651,Au,1.30267658,2.25719907,-2.30324664
structure_639,-1555.676483,20,Au20,0.7302452180802563,0.9006397495425993,1.0,67,6.7,Au,0.0,-0.0,1.33105529,Au,-0.0,0.0,-1.33105529,Au,2.66979323,0.13312082,0.0,Au,-1.3511712,2.1134066,0.0,Au,-1.24077507,-2.34875577,0.0,Au,-2.66979323,-0.13312082,-0.0,Au,1.3511712,-2.1134066,-0.0,Au,1.24077507,2.34875577,-0.0,Au,2.31370034,-1.2024903,2.3020283,Au,-0.1160585,2.60193494,2.30412036,Au,-2.16188832,-1.37779713,2.28821411,Au,-2.31370034,1.2024903,2.3020283,Au,0.1160585,-2.60193494,2.30412036,Au,2.16188832,1.37779713,2.28821411,Au,-2.31370034,1.2024903,-2.3020283,Au,0.1160585,-2.60193494,-2.30412036,Au,2.16188832,1.37779713,-2.28821411,Au,2.31370034,-1.2024903,-2.3020283,Au,-0.1160585,2.60193494,-2.30412036,Au,-2.16188832,-1.37779713,-2.28821411
structure_319,-1555.676496,20,Au20,0.7302111281911738,0.9005537946984072,1.0,67,6.7,Au,0.0,-0.0,1.33153841,Au,0.0,-0.0,-1.33153841,Au,2.50748902,-5e-08,0.0,Au,-1.31831004,2.31606584,0.0,Au,-1.31831004,-2.31606593,0.0,Au,-2.50748902,5e-08,-0.0,Au,1.31831004,-2.31606584,-0.0,Au,1.31831004,2.31606593,-0.0,Au,1.6e-07,-2.56418822,2.28837896,Au,2.25688077,1.30272073,2.30320894,Au,-2.25688064,1.30272083,2.30320893,Au,-1.6e-07,2.56418822,2.28837896,Au,-2.25688077,-1.30272073,2.30320894,Au,2.25688064,-1.30272083,2.30320893,Au,-2.25688077,-1.30272073,-2.30320894,Au,-1.6e-07,2.56418822,-2.28837896,Au,2.25688064,-1.30272083,-2.30320893,Au,2.25688077,1.30272073,-2.30320894,Au,1.6e-07,-2.56418822,-2.28837896,Au,-2.25688064,1.30272083,-2.30320893
structure_817,-1555.676479,20,Au20,0.7298908376226609,0.89975428653644,1.0,67,6.7,Au,-0.0,0.0,-1.33114253,Au,0.0,-0.0,1.33197013,Au,2.50596358,0.54793593,2.28798901,Au,-1.75759223,1.92684187,2.3038043,Au,-0.78834036,-2.48059331,2.30283215,Au,-2.50596358,-0.54793593,2.28798901,Au,1.75759223,-1.92684187,2.3038043,Au,0.78834036,2.48059331,2.30283215,Au,-1.76090438,1.92837223,-2.30197135,Au,-0.78587864,-2.47755953,-2.30508698,Au,2.50601276,0.54702062,-2.28781398,Au,1.76090438,-1.92837223,-2.30197135,Au,0.78587864,2.47755953,-2.30508698,Au,-2.50601276,-0.54702062,-2.28781398,Au,2.5519395,-0.79568473,0.00065054,Au,-0.53956583,2.44882149,-0.0001765,Au,-1.97531908,-1.77735359,-0.00064097,Au,-2.5519395,0.79568473,0.00065054,Au,0.53956583,-2.44882149,-0.0001765,Au,1.97531908,1.77735359,-0.00064097
structure_821,-1555.676459,20,Au20,0.728899835528042,0.8972938540969595,1.0,67,6.7,Au,0.0011709,-0.00062169,-1.33152039,Au,-0.0011709,0.00062169,1.33152039,Au,0.12699465,-2.61415646,-2.29858283,Au,2.15497706,1.39134822,-2.28771505,Au,-2.30590881,1.18748305,-2.30812644,Au,-0.12699465,2.61415646,2.29858283,Au,-2.15497706,-1.39134822,2.28771505,Au,2.30590881,-1.18748305,2.30812644,Au,2.30949978,-1.19053776,-2.30323042,Au,-0.12358252,2.61129881,-2.30268586,Au,-2.15140318,-1.39458495,-2.28877106,Au,-2.30949978,1.19053776,2.30323042,Au,0.12358252,-2.61129881,2.30268586,Au,2.15140318,1.39458495,2.28877106,Au,1.24070855,2.38534449,-0.00093835,Au,-2.63836827,-0.14932511,-0.00170126,Au,1.35107795,-2.11096594,0.00251117,Au,-1.24070855,-2.38534449,0.00093835,Au,2.63836827,0.14932511,0.00170126,Au,-1.35107795,2.11096594,-0.00251117
structure_867,-1555.239135,20,Au20,0.7082337238496739,0.8763633812664611,0.6,52,5.2,Au,1.32200613,2.49176627,1.32124759,Au,-1.33303999,-2.49354513,1.33122952,Au,-1.31854314,2.48820639,-1.31902369,Au,1.33001173,-2.49253534,-1.33255573,Au,1.33303999,2.49354513,-1.33122952,Au,-1.32200613,-2.49176626,-1.32124759,Au,1.31854314,-2.48820639,1.31902369,Au,-1.33001172,2.49253534,1.33255573,Au,0.00240386,1.30259206,3.24255483,Au,-0.00153549,-1.29924439,3.23956533,Au,0.00153549,1.29924439,-3.23956533,Au,-0.00240386,-1.30259206,-3.24255483,Au,1.99156449,0.00100687,1.99120036,Au,1.99442811,0.00027609,-1.99476866,Au,-1.99442811,-0.00027609,1.99476866,Au,-1.99156449,-0.00100688,-1.99120036,Au,3.24371578,1.30396651,0.00104535,Au,-3.23831014,1.29781918,0.00118876,Au,3.23831014,-1.29781918,-0.00118876,Au,-3.24371578,-1.30396651,-0.00104536
structure_85,-1549.369581,20,Au20,0.7992555883321963,0.9349365309570208,1.0,43,4.3,Au,0.0,-0.0,3.80537498,Au,0.0,0.0,-3.80537498,Au,0.0,0.0,-1.25712071,Au,-0.0,-0.0,1.25712071,Au,1.68924392,1.68924392,-2.25684935,Au,-1.68924392,-1.68924392,-2.25684935,Au,-1.68924392,1.68924392,-2.25684935,Au,1.68924392,-1.68924392,-2.25684935,Au,-1.68924392,1.68924392,2.25684935,Au,1.68924392,-1.68924392,2.25684935,Au,1.68924392,1.68924392,2.25684935,Au,-1.68924392,-1.68924392,2.25684935,Au,3.1082209,1.28993882,-0.0,Au,-3.1082209,-1.28993882,0.0,Au,-1.28993882,3.1082209,0.0,Au,1.28993882,-3.1082209,0.0,Au,-3.1082209,1.28993882,-0.0,Au,3.1082209,-1.28993882,-0.0,Au,1.28993882,3.1082209,-0.0,Au,-1.28993882,-3.1082209,-0.0
structure_84,-1549.369602,20,Au20,0.7989679697513492,0.9341937811970242,1.0,43,4.3,Au,0.0,-0.0,1.25707927,Au,-0.0,-0.0,-1.25707927,Au,0.0,-0.0,-3.80545555,Au,0.0,0.0,3.80545555,Au,-1.68886498,-1.68886498,-2.25793667,Au,1.68886498,1.68886498,-2.25793667,Au,1.68886498,-1.68886498,-2.25793667,Au,-1.68886498,1.68886498,-2.25793667,Au,1.68886498,-1.68886498,2.25793667,Au,-1.68886498,1.68886498,2.25793667,Au,-1.68886498,-1.68886498,2.25793667,Au,1.68886498,1.68886498,2.25793667,Au,-1.28990937,3.107982,-0.0,Au,1.28990937,-3.107982,-0.0,Au,-3.107982,-1.28990937,-0.0,Au,3.107982,1.28990937,0.0,Au,1.28990937,3.107982,-0.0,Au,-1.28990937,-3.107982,-0.0,Au,3.107982,-1.28990937,0.0,Au,-3.107982,1.28990937,0.0
structure_866,-1545.254021,20,Au20,0.8659166231081334,0.98038093602645,1.0,24,2.4,Au,-2.53736852,-2.55471824,-2.53873208,Au,2.5538997,2.53509729,-2.53547942,Au,2.52216204,-2.52024689,2.5198481,Au,-2.53788454,2.53891253,2.55490847,Au,-2.5538997,-2.53509729,2.53547942,Au,2.53736852,2.55471824,2.53873208,Au,-2.52216205,2.52024689,-2.5198481,Au,2.53788454,-2.53891253,-2.55490847,Au,-0.00027581,2.77541601,2.77574002,Au,-0.014383,-2.75370126,2.75401426,Au,0.014383,2.75370123,-2.75401425,Au,0.00027581,-2.77541598,-2.77574004,Au,2.76027297,0.01557632,2.75864369,Au,2.77873532,-0.00174985,-2.77684599,Au,-2.77873534,0.00174985,2.77684601,Au,-2.76027294,-0.01557633,-2.75864371,Au,2.77789021,2.7757158,0.00150363,Au,-2.76004851,2.75815945,0.01585154,Au,2.76004853,-2.75815943,-0.01585154,Au,-2.77789022,-2.77571582,-0.00150363
structure_87,-1549.369596,20,Au20,0.7988227749507342,0.9338170006052129,1.0,43,4.3,Au,-0.0,0.0,1.25700144,Au,-1e-08,1e-08,-1.25700145,Au,-0.0,-0.0,3.80532464,Au,-0.0,0.0,-3.80532464,Au,1.6885623,1.68856231,-2.25871661,Au,-1.68856229,-1.68856231,-2.25871661,Au,-1.68881352,1.68881353,-2.25818803,Au,1.68881351,-1.68881352,-2.25818802,Au,-1.68881352,1.68881353,2.25818803,Au,1.68881351,-1.68881353,2.25818803,Au,1.6885623,1.68856231,2.25871661,Au,-1.68856229,-1.68856231,2.25871661,Au,-3.10796703,1.28988645,-0.0,Au,3.10796703,-1.28988645,0.0,Au,-1.28987824,-3.10777562,0.0,Au,1.28987824,3.10777561,-0.0,Au,3.10777561,1.28987823,0.0,Au,-3.10777559,-1.28987823,0.0,Au,1.28988645,-3.10796703,0.0,Au,-1.28988645,3.10796703,-0.0
structure_320,-1555.674627,20,Au20,0.6923338236314854,0.8810266257861897,0.9,67,6.7,Au,0.0,0.0,1.33325376,Au,-0.0,0.0,-1.33325376,Au,2.75789756,1e-08,0.0,Au,-1.29530197,2.18182304,-0.0,Au,-1.29530201,-2.1818231,0.0,Au,-2.75789756,-1e-08,-0.0,Au,1.29530197,-2.18182304,0.0,Au,1.29530201,2.1818231,-0.0,Au,-0.0,-2.58360664,2.31493463,Au,2.25419776,1.2895016,2.29200971,Au,-2.25419778,1.28950161,2.29200972,Au,0.0,2.58360664,2.31493463,Au,-2.25419776,-1.2895016,2.29200971,Au,2.25419778,-1.28950161,2.29200972,Au,-2.25419776,-1.2895016,-2.29200971,Au,0.0,2.58360664,-2.31493463,Au,2.25419778,-1.28950161,-2.29200972,Au,2.25419776,1.2895016,-2.29200971,Au,-0.0,-2.58360664,-2.31493463,Au,-2.25419778,1.28950161,-2.29200972
