structure_id,energy,n_atoms,cluster_type,neatness_score,compactness,symmetry_score,n_bonds,avg_coordination,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z
structure_761,-1553.63631,20,Au20,0.7815333578009767,0.9762738615863532,1.0,48,4.8,Au,-1.50785211,-2.23174941,-9e-07,Au,1.50785211,2.23174941,-2.18e-06,Au,2.23174975,-1.50785172,2.38e-06,Au,-2.23174975,1.50785172,6.1e-07,Au,-1.95891404,-2.90083765,2.47916391,Au,1.95891416,2.90083808,2.47916443,Au,2.90083659,-1.95891321,2.47916264,Au,-2.900837,1.95891362,2.47916335,Au,1.95891326,2.90083663,-2.47916269,Au,-1.95891338,-2.90083706,-2.47916321,Au,-2.9008376,1.95891397,-2.47916382,Au,2.90083801,-1.95891439,-2.47916453,Au,-1.87169901,-0.36266735,-1.83829377,Au,1.87169885,0.36266823,-1.8382938,Au,0.36266599,-1.87169919,-1.83829375,Au,-0.36266612,1.87169914,-1.83829357,Au,1.87169923,0.3626656,1.83829375,Au,-1.87169908,-0.36266648,1.83829378,Au,-0.36266774,1.87169896,1.83829379,Au,0.36266788,-1.87169891,1.8382936
structure_865,-1553.636314,20,Au20,0.7815076525030876,0.9762093167162214,1.0,48,4.8,Au,-2.47531778,-2.47912184,-2.47501154,Au,2.47531778,2.47912184,-2.47501154,Au,2.47531778,-2.47912184,2.47501154,Au,-2.47531778,2.47912184,2.47501154,Au,-2.47531778,-2.47912184,2.47501154,Au,2.47531778,2.47912184,2.47501154,Au,-2.47531778,2.47912184,-2.47501154,Au,2.47531778,-2.47912184,-2.47501154,Au,-0.0,1.83859792,1.90653723,Au,0.0,-1.83859792,1.90653723,Au,0.0,1.83859792,-1.90653723,Au,0.0,-1.83859792,-1.90653723,Au,1.90452784,0.0,1.90448687,Au,1.90452784,0.0,-1.90448687,Au,-1.90452784,0.0,1.90448687,Au,-1.90452784,-0.0,-1.90448687,Au,1.90652364,1.83837227,-0.0,Au,-1.90652364,1.83837227,-0.0,Au,1.90652364,-1.83837227,-0.0,Au,-1.90652364,-1.83837227,0.0
structure_858,-1553.636311,20,Au20,0.7814506476597103,0.9760681438298178,1.0,48,4.8,Au,-2.47896948,-2.47546835,-2.47512141,Au,2.47896948,2.47546835,-2.47512141,Au,2.47896948,-2.47546835,2.47512141,Au,-2.47896948,2.47546835,2.47512141,Au,-2.47896948,-2.47546835,2.47512141,Au,2.47896948,2.47546835,2.47512141,Au,-2.47896948,2.47546835,-2.47512141,Au,2.47896948,-2.47546835,-2.47512141,Au,-0.0,-1.90454642,-1.9044394,Au,0.0,1.90454642,-1.9044394,Au,0.0,-1.90454642,1.9044394,Au,0.0,1.90454642,1.9044394,Au,-1.83877628,0.0,-1.90654974,Au,-1.83877628,0.0,1.90654974,Au,1.83877628,0.0,-1.90654974,Au,1.83877628,0.0,1.90654974,Au,-1.83827349,-1.90652708,-0.0,Au,1.83827349,-1.90652708,-0.0,Au,-1.83827349,1.90652708,0.0,Au,1.83827349,1.90652708,0.0
structure_869,-1553.636297,20,Au20,0.7813385815266154,0.975790254920223,1.0,48,4.8,Au,2.47579946,2.47468746,2.47903365,Au,-2.47579936,-2.47468758,2.47903375,Au,-2.47579959,2.47468774,-2.47903401,Au,2.47579935,-2.47468746,-2.47903346,Au,2.47579936,2.47468758,-2.47903375,Au,-2.47579946,-2.47468746,-2.47903365,Au,2.47579959,-2.47468774,2.47903401,Au,-2.47579935,2.47468746,2.47903346,Au,2.9e-07,-1.9065539,-1.8392431,Au,1.4e-07,1.90655381,-1.83924315,Au,-1.4e-07,-1.90655381,1.83924315,Au,-2.9e-07,1.9065539,1.8392431,Au,-1.90652762,-2.3e-07,-1.83706407,Au,-1.9065277,3.7e-07,1.83706404,Au,1.9065277,-3.7e-07,-1.83706404,Au,1.90652762,2.3e-07,1.83706407,Au,-1.90458173,-1.90456419,-1.5e-07,Au,1.90458181,-1.90456424,-8.3e-07,Au,-1.90458181,1.90456424,8.3e-07,Au,1.90458173,1.90456419,1.5e-07
structure_821,-1555.676459,20,Au20,0.728899835528042,0.8972938540969595,1.0,67,6.7,Au,0.0011709,-0.00062169,-1.33152039,Au,-0.0011709,0.00062169,1.33152039,Au,0.12699465,-2.61415646,-2.29858283,Au,2.15497706,1.39134822,-2.28771505,Au,-2.30590881,1.18748305,-2.30812644,Au,-0.12699465,2.61415646,2.29858283,Au,-2.15497706,-1.39134822,2.28771505,Au,2.30590881,-1.18748305,2.30812644,Au,2.30949978,-1.19053776,-2.30323042,Au,-0.12358252,2.61129881,-2.30268586,Au,-2.15140318,-1.39458495,-2.28877106,Au,-2.30949978,1.19053776,2.30323042,Au,0.12358252,-2.61129881,2.30268586,Au,2.15140318,1.39458495,2.28877106,Au,1.24070855,2.38534449,-0.00093835,Au,-2.63836827,-0.14932511,-0.00170126,Au,1.35107795,-2.11096594,0.00251117,Au,-1.24070855,-2.38534449,0.00093835,Au,2.63836827,0.14932511,0.00170126,Au,-1.35107795,2.11096594,-0.00251117
structure_860,-1553.647827,20,Au20,0.7775219350474665,0.9667987166209897,1.0,48,4.8,Au,2.47899645,2.47139863,2.48381432,Au,-2.47899645,-2.47139863,2.48381432,Au,-2.47899645,2.47139863,-2.48381432,Au,2.47899645,-2.47139863,-2.48381432,Au,2.47899645,2.47139863,-2.48381432,Au,-2.47899645,-2.47139863,-2.48381432,Au,2.47899645,-2.47139863,2.48381432,Au,-2.47899645,2.47139863,2.48381432,Au,-0.0,1.90494435,1.90439777,Au,0.0,-1.90494435,1.90439777,Au,0.0,1.90494435,-1.90439777,Au,0.0,-1.90494435,-1.90439777,Au,1.83754965,-0.0,1.90251411,Au,1.83754965,0.0,-1.90251411,Au,-1.83754965,0.0,1.90251411,Au,-1.83754965,0.0,-1.90251411,Au,1.83334429,1.95898468,-0.0,Au,-1.83334429,1.95898468,-0.0,Au,1.83334429,-1.95898468,0.0,Au,-1.83334429,-1.95898468,0.0
structure_760,-1553.639651,20,Au20,0.7773506707519422,0.9660809959492497,1.0,48,4.8,Au,-1.63361267,1.99998325,-1.468e-05,Au,1.63361657,-1.99998075,-1.952e-05,Au,-1.99967095,-1.63405446,-2.079e-05,Au,1.99967244,1.63405485,-1.352e-05,Au,2.22670428,-2.72691088,2.45050225,Au,-2.22668692,2.72690988,2.45049761,Au,2.72688052,2.22675488,2.45050291,Au,-2.72685628,-2.22673987,2.45049415,Au,-2.22664233,2.72685326,-2.45064875,Au,2.22665699,-2.72684339,-2.45064811,Au,-2.72678171,-2.22666997,-2.45064501,Au,2.72681695,2.22669905,-2.45066182,Au,0.18692059,1.85197135,1.98172789,Au,-0.18697327,-1.8519604,1.9817285,Au,-1.85178916,0.18695203,1.98194145,Au,1.85179764,-0.18697833,1.98194048,Au,-0.18701971,-1.85196367,-1.98156378,Au,0.18696041,1.85198138,-1.9815634,Au,1.85181982,-0.18695379,-1.9817674,Au,-1.85181323,0.18689561,-1.98176847
structure_987,-1553.639654,20,Au20,0.7772093254005596,0.9657316335833246,1.0,48,4.8,Au,-1.82598402,-1.82598551,6.89e-06,Au,1.82598382,1.82598535,6.64e-06,Au,1.82598269,-1.82598439,-4.85e-06,Au,-1.8259824,1.82598417,-4.82e-06,Au,1.86104924,8.63e-06,-1.98171353,Au,-1.86104851,-7.26e-06,-1.98171382,Au,-5.833e-05,1.86104907,-1.98171413,Au,5.79e-05,-1.86104951,-1.98171398,Au,-1.86104969,3.336e-05,1.98171247,Au,1.86104899,-3.194e-05,1.98171246,Au,3.34e-05,1.86105023,1.98171292,Au,-3.337e-05,-1.86105117,1.98171258,Au,2.48912651,2.48899801,2.4510281,Au,-2.48912718,-2.48899782,2.45102817,Au,-2.48899408,2.48913019,2.45102888,Au,2.48899517,-2.48913072,2.45102896,Au,-2.4891152,2.48898631,-2.45102405,Au,2.48911618,-2.48898704,-2.45102421,Au,2.48900451,2.48914095,-2.45103232,Au,-2.48900564,-2.48914091,-2.45103237
structure_141,-1553.639366,20,Au20,0.7769300950361715,0.9650438464744959,1.0,48,4.8,Au,1.81795448,1.81795449,-2e-08,Au,-1.8179545,-1.81795449,1.06e-06,Au,-1.81795439,1.81795437,-1.63e-06,Au,1.81795437,-1.81795439,6e-07,Au,-1.86078853,5.91e-06,-1.98883804,Au,1.86078874,-1.15e-06,-1.98883806,Au,2.97e-06,-1.8607891,-1.98883807,Au,-4.1e-06,1.86078818,-1.98883804,Au,1.86078843,-3.17e-06,1.98883805,Au,-1.86078884,-1.35e-06,1.98883805,Au,1.96e-06,-1.8607882,1.98883803,Au,1.4e-07,1.86078907,1.98883807,Au,-2.49106657,-2.49106719,-2.44561238,Au,2.49106614,2.49106551,-2.4456117,Au,2.49106407,-2.49106446,-2.4456112,Au,-2.49106271,2.49106232,-2.44561,Au,2.49106368,-2.49106342,2.44561059,Au,-2.49106536,2.49106562,2.44561188,Au,-2.49106521,-2.4910645,2.44561114,Au,2.49106524,2.49106594,2.44561167
structure_140,-1553.635898,20,Au20,0.7753558818245094,0.961467486601813,1.0,48,4.8,Au,-1.83011033,-1.9430204,0.0,Au,1.83011033,1.94302041,-0.0,Au,1.8309687,-1.94226174,-1e-08,Au,-1.8309687,1.94226174,-1e-08,Au,-1.79915675,-0.00015865,-1.92756761,Au,1.79915675,0.00015865,-1.92756761,Au,0.0005486,-1.94723784,-1.90439152,Au,-0.0005486,1.94723784,-1.90439152,Au,1.79915675,0.00015865,1.92756761,Au,-1.79915675,-0.00015866,1.92756761,Au,0.00054858,-1.94723784,1.90439152,Au,-0.00054858,1.94723784,1.90439152,Au,-2.4883028,-2.4670763,2.47801495,Au,2.4883028,2.46707631,2.47801495,Au,2.4894796,-2.46687092,2.47772025,Au,-2.4894796,2.46687092,2.47772025,Au,2.48947959,-2.46687091,-2.47772024,Au,-2.48947959,2.46687091,-2.47772024,Au,-2.4883028,-2.46707631,-2.47801496,Au,2.4883028,2.46707631,-2.47801495
structure_867,-1555.239135,20,Au20,0.7082337238496739,0.8763633812664611,0.6,52,5.2,Au,1.32200613,2.49176627,1.32124759,Au,-1.33303999,-2.49354513,1.33122952,Au,-1.31854314,2.48820639,-1.31902369,Au,1.33001173,-2.49253534,-1.33255573,Au,1.33303999,2.49354513,-1.33122952,Au,-1.32200613,-2.49176626,-1.32124759,Au,1.31854314,-2.48820639,1.31902369,Au,-1.33001172,2.49253534,1.33255573,Au,0.00240386,1.30259206,3.24255483,Au,-0.00153549,-1.29924439,3.23956533,Au,0.00153549,1.29924439,-3.23956533,Au,-0.00240386,-1.30259206,-3.24255483,Au,1.99156449,0.00100687,1.99120036,Au,1.99442811,0.00027609,-1.99476866,Au,-1.99442811,-0.00027609,1.99476866,Au,-1.99156449,-0.00100688,-1.99120036,Au,3.24371578,1.30396651,0.00104535,Au,-3.23831014,1.29781918,0.00118876,Au,3.23831014,-1.29781918,-0.00118876,Au,-3.24371578,-1.30396651,-0.00104536
structure_320,-1555.674627,20,Au20,0.6923338236314854,0.8810266257861897,0.9,67,6.7,Au,0.0,0.0,1.33325376,Au,-0.0,0.0,-1.33325376,Au,2.75789756,1e-08,0.0,Au,-1.29530197,2.18182304,-0.0,Au,-1.29530201,-2.1818231,0.0,Au,-2.75789756,-1e-08,-0.0,Au,1.29530197,-2.18182304,0.0,Au,1.29530201,2.1818231,-0.0,Au,-0.0,-2.58360664,2.31493463,Au,2.25419776,1.2895016,2.29200971,Au,-2.25419778,1.28950161,2.29200972,Au,0.0,2.58360664,2.31493463,Au,-2.25419776,-1.2895016,2.29200971,Au,2.25419778,-1.28950161,2.29200972,Au,-2.25419776,-1.2895016,-2.29200971,Au,0.0,2.58360664,-2.31493463,Au,2.25419778,-1.28950161,-2.29200972,Au,2.25419776,1.2895016,-2.29200971,Au,-0.0,-2.58360664,-2.31493463,Au,-2.25419778,1.28950161,-2.29200972
structure_960,-1555.67464,20,Au20,0.6922577953096452,0.8808453906594034,0.9,67,6.7,Au,-1.6e-07,2.2e-07,-1.33327331,Au,1.5e-07,-6.2e-07,1.33327364,Au,2.75940019,-5.876e-05,3.58e-06,Au,-1.29520947,2.18029865,-0.00021135,Au,-1.295213,-2.18045375,0.00019439,Au,-2.75940016,5.952e-05,8.72e-06,Au,1.29520828,-2.1802988,-0.00020161,Au,1.29521441,2.18045341,0.00020273,Au,-0.00062245,2.58453659,2.31413879,Au,-2.25296599,-1.28932496,2.29283954,Au,2.25438253,-1.28949588,2.29222805,Au,0.00065026,-2.58453517,2.31413828,Au,2.25295267,1.28935575,2.29283846,Au,-2.25439814,1.28946383,2.29222965,Au,2.25432589,1.28943784,-2.29223887,Au,-0.00068685,-2.58451881,-2.31414069,Au,-2.25303473,1.28938105,-2.29282507,Au,-2.2543143,-1.28946404,-2.29223793,Au,0.00066311,2.58451801,-2.31414069,Au,2.25304775,-1.28935408,-2.29282632
structure_956,-1555.674641,20,Au20,0.6918436288913511,0.8798230580963217,0.9,67,6.7,Au,-0.0,0.0,-1.33356279,Au,-0.0,-1e-08,1.33356252,Au,2.17874834,-1.29514069,0.00011568,Au,-6.61e-06,2.7618499,-2.6e-07,Au,-2.17875568,-1.29513519,-0.00011642,Au,-2.17874834,1.29514069,0.00011578,Au,6.61e-06,-2.7618499,-1.8e-07,Au,2.17875568,1.29513519,-0.00011632,Au,-1.2897497,-2.25477694,2.29253286,Au,2.58296966,-2.08e-06,2.31446705,Au,-1.28924005,2.25459771,2.29272367,Au,1.28975014,2.25477679,2.29253285,Au,-2.58296965,2.38e-06,2.31446705,Au,1.28923961,-2.25459786,2.29272368,Au,-1.2892405,-2.25459624,-2.29272629,Au,-1.28974899,2.2547775,-2.29252931,Au,2.5829691,5.21e-06,-2.31446699,Au,1.28924007,2.25459639,-2.2927263,Au,1.28974942,-2.25477736,-2.2925293,Au,-2.5829691,-5.5e-06,-2.31446699
structure_318,-1555.674641,20,Au20,0.6917820257723097,0.8796706378421506,0.9,67,6.7,Au,-0.0,-0.0,1.33374613,Au,-0.0,0.0,-1.33374613,Au,2.76275267,-0.0,0.0,Au,-1.29516719,2.17867178,-0.0,Au,-1.29516718,-2.17867176,0.0,Au,-2.76275267,0.0,-0.0,Au,1.29516719,-2.17867178,0.0,Au,1.29516718,2.17867176,-0.0,Au,0.0,2.58234429,-2.31465415,Au,-2.25508788,-1.28943393,-2.29234098,Au,2.25508787,-1.28943392,-2.29234098,Au,-0.0,-2.58234429,-2.31465415,Au,2.25508788,1.28943393,-2.29234098,Au,-2.25508787,1.28943392,-2.29234098,Au,2.25508788,1.28943393,2.29234098,Au,-0.0,-2.58234429,2.31465415,Au,-2.25508787,1.28943392,2.29234098,Au,-2.25508788,-1.28943393,2.29234098,Au,0.0,2.58234429,2.31465415,Au,2.25508787,-1.28943392,2.29234098
structure_941,-1555.674608,20,Au20,0.6914815182595535,0.8789308983341507,0.9,67,6.7,Au,-0.0014734,0.0,1.33349984,Au,0.0014734,-0.0,-1.33349984,Au,-2.76429565,4e-08,0.00090454,Au,1.29519417,-2.17755351,-0.00095197,Au,1.29519398,2.17755321,-0.00095197,Au,-1.29519417,2.17755351,0.00095197,Au,2.76429565,-4e-08,-0.00090454,Au,-1.29519398,-2.17755321,0.00095197,Au,2.25614537,-1.28952096,-2.29367082,Au,0.00031492,2.58139184,-2.31498456,Au,-2.25506602,-1.28936041,-2.29137528,Au,2.25506591,-1.28936034,2.29137523,Au,-2.25614547,-1.28952103,2.29367086,Au,-0.00031492,2.58139184,2.31498456,Au,-2.25614537,1.28952096,2.29367082,Au,-0.00031492,-2.58139184,2.31498456,Au,2.25506602,1.28936041,2.29137528,Au,-2.25506591,1.28936034,-2.29137523,Au,2.25614547,1.28952103,-2.29367086,Au,0.00031492,-2.58139184,-2.31498456
