model_name,structure_id,rank,predicted_energy,stability_score,n_atoms,cluster_type,actual_energy,prediction_error,atom_1_element,atom_1_x,atom_1_y,atom_1_z,atom_2_element,atom_2_x,atom_2_y,atom_2_z,atom_3_element,atom_3_x,atom_3_y,atom_3_z,atom_4_element,atom_4_x,atom_4_y,atom_4_z,atom_5_element,atom_5_x,atom_5_y,atom_5_z,atom_6_element,atom_6_x,atom_6_y,atom_6_z,atom_7_element,atom_7_x,atom_7_y,atom_7_z,atom_8_element,atom_8_x,atom_8_y,atom_8_z,atom_9_element,atom_9_x,atom_9_y,atom_9_z,atom_10_element,atom_10_x,atom_10_y,atom_10_z,atom_11_element,atom_11_x,atom_11_y,atom_11_z,atom_12_element,atom_12_x,atom_12_y,atom_12_z,atom_13_element,atom_13_x,atom_13_y,atom_13_z,atom_14_element,atom_14_x,atom_14_y,atom_14_z,atom_15_element,atom_15_x,atom_15_y,atom_15_z,atom_16_element,atom_16_x,atom_16_y,atom_16_z,atom_17_element,atom_17_x,atom_17_y,atom_17_z,atom_18_element,atom_18_x,atom_18_y,atom_18_z,atom_19_element,atom_19_x,atom_19_y,atom_19_z,atom_20_element,atom_20_x,atom_20_y,atom_20_z,global_rank
linear,structure_161,3,-1556.3689223872614,1556.3689223872614,20,Au20,-1555.680568,-0.68835438726137,Au,0.0,0.0,0.0,Au,2.3815389591493923,0.0,-1.4725054112137006,Au,2.3826071248254874,1.375598864891115,0.5204911638453628,Au,1.3852644116649002,2.3993483429206157,0.4051790210497006,Au,1.4974080982402364e-16,2.4454530061774387,1.3637300299464428,Au,-1.3184442455868168,2.2836124203031862,0.9417107226298486,Au,-2.3990677889803074,1.3851024337719404,-0.40738801140459074,Au,-2.4121212886043946,2.953996615244561e-16,-1.4218547355695217,Au,-2.0505888173136766,-1.183908005673287,-1.4944722601677138,Au,-1.3489709389981046,-2.336486204278611,-0.7490725084758484,Au,-4.805050662131258e-16,-2.6157477489165157,0.9989312859442231,Au,1.3986033452546132,-2.4224520536167855,-0.1250389162237971,Au,2.262482012422985,-1.3062445989090983,1.0074225485282962,Au,4.149845296230909,2.2670708177974883,-2.163139830071377,Au,0.8721106147060086,4.984876077143252,-1.196007345814402,Au,-3.3412166079319134,3.7758900265124904,-1.272370263155921,Au,-4.054081300383661,-0.2077547953753473,-3.2498096490222426,Au,-3.010556433429265,-4.199241130621298,0.5855970355423862,Au,1.226039872676483,-4.335405352022351,-2.5963602724320416,Au,4.777158732623558,-2.006237565776397,-0.44018777014597876,11
ridge,structure_161,3,-1556.3685719278328,1556.3685719278328,20,Au20,-1555.680568,-0.688003927832824,Au,0.0,0.0,0.0,Au,2.3815389591493923,0.0,-1.4725054112137006,Au,2.3826071248254874,1.375598864891115,0.5204911638453628,Au,1.3852644116649002,2.3993483429206157,0.4051790210497006,Au,1.4974080982402364e-16,2.4454530061774387,1.3637300299464428,Au,-1.3184442455868168,2.2836124203031862,0.9417107226298486,Au,-2.3990677889803074,1.3851024337719404,-0.40738801140459074,Au,-2.4121212886043946,2.953996615244561e-16,-1.4218547355695217,Au,-2.0505888173136766,-1.183908005673287,-1.4944722601677138,Au,-1.3489709389981046,-2.336486204278611,-0.7490725084758484,Au,-4.805050662131258e-16,-2.6157477489165157,0.9989312859442231,Au,1.3986033452546132,-2.4224520536167855,-0.1250389162237971,Au,2.262482012422985,-1.3062445989090983,1.0074225485282962,Au,4.149845296230909,2.2670708177974883,-2.163139830071377,Au,0.8721106147060086,4.984876077143252,-1.196007345814402,Au,-3.3412166079319134,3.7758900265124904,-1.272370263155921,Au,-4.054081300383661,-0.2077547953753473,-3.2498096490222426,Au,-3.010556433429265,-4.199241130621298,0.5855970355423862,Au,1.226039872676483,-4.335405352022351,-2.5963602724320416,Au,4.777158732623558,-2.006237565776397,-0.44018777014597876,12
svr_linear,structure_161,3,-1556.3370016207512,1556.3370016207512,20,Au20,-1555.680568,-0.6564336207511587,Au,0.0,0.0,0.0,Au,2.3815389591493923,0.0,-1.4725054112137006,Au,2.3826071248254874,1.375598864891115,0.5204911638453628,Au,1.3852644116649002,2.3993483429206157,0.4051790210497006,Au,1.4974080982402364e-16,2.4454530061774387,1.3637300299464428,Au,-1.3184442455868168,2.2836124203031862,0.9417107226298486,Au,-2.3990677889803074,1.3851024337719404,-0.40738801140459074,Au,-2.4121212886043946,2.953996615244561e-16,-1.4218547355695217,Au,-2.0505888173136766,-1.183908005673287,-1.4944722601677138,Au,-1.3489709389981046,-2.336486204278611,-0.7490725084758484,Au,-4.805050662131258e-16,-2.6157477489165157,0.9989312859442231,Au,1.3986033452546132,-2.4224520536167855,-0.1250389162237971,Au,2.262482012422985,-1.3062445989090983,1.0074225485282962,Au,4.149845296230909,2.2670708177974883,-2.163139830071377,Au,0.8721106147060086,4.984876077143252,-1.196007345814402,Au,-3.3412166079319134,3.7758900265124904,-1.272370263155921,Au,-4.054081300383661,-0.2077547953753473,-3.2498096490222426,Au,-3.010556433429265,-4.199241130621298,0.5855970355423862,Au,1.226039872676483,-4.335405352022351,-2.5963602724320416,Au,4.777158732623558,-2.006237565776397,-0.44018777014597876,13
elastic_net,structure_161,3,-1556.3194074688085,1556.3194074688085,20,Au20,-1555.680568,-0.6388394688085555,Au,0.0,0.0,0.0,Au,2.3815389591493923,0.0,-1.4725054112137006,Au,2.3826071248254874,1.375598864891115,0.5204911638453628,Au,1.3852644116649002,2.3993483429206157,0.4051790210497006,Au,1.4974080982402364e-16,2.4454530061774387,1.3637300299464428,Au,-1.3184442455868168,2.2836124203031862,0.9417107226298486,Au,-2.3990677889803074,1.3851024337719404,-0.40738801140459074,Au,-2.4121212886043946,2.953996615244561e-16,-1.4218547355695217,Au,-2.0505888173136766,-1.183908005673287,-1.4944722601677138,Au,-1.3489709389981046,-2.336486204278611,-0.7490725084758484,Au,-4.805050662131258e-16,-2.6157477489165157,0.9989312859442231,Au,1.3986033452546132,-2.4224520536167855,-0.1250389162237971,Au,2.262482012422985,-1.3062445989090983,1.0074225485282962,Au,4.149845296230909,2.2670708177974883,-2.163139830071377,Au,0.8721106147060086,4.984876077143252,-1.196007345814402,Au,-3.3412166079319134,3.7758900265124904,-1.272370263155921,Au,-4.054081300383661,-0.2077547953753473,-3.2498096490222426,Au,-3.010556433429265,-4.199241130621298,0.5855970355423862,Au,1.226039872676483,-4.335405352022351,-2.5963602724320416,Au,4.777158732623558,-2.006237565776397,-0.44018777014597876,14
lasso,structure_161,3,-1556.3121029575152,1556.3121029575152,20,Au20,-1555.680568,-0.631534957515214,Au,0.0,0.0,0.0,Au,2.3815389591493923,0.0,-1.4725054112137006,Au,2.3826071248254874,1.375598864891115,0.5204911638453628,Au,1.3852644116649002,2.3993483429206157,0.4051790210497006,Au,1.4974080982402364e-16,2.4454530061774387,1.3637300299464428,Au,-1.3184442455868168,2.2836124203031862,0.9417107226298486,Au,-2.3990677889803074,1.3851024337719404,-0.40738801140459074,Au,-2.4121212886043946,2.953996615244561e-16,-1.4218547355695217,Au,-2.0505888173136766,-1.183908005673287,-1.4944722601677138,Au,-1.3489709389981046,-2.336486204278611,-0.7490725084758484,Au,-4.805050662131258e-16,-2.6157477489165157,0.9989312859442231,Au,1.3986033452546132,-2.4224520536167855,-0.1250389162237971,Au,2.262482012422985,-1.3062445989090983,1.0074225485282962,Au,4.149845296230909,2.2670708177974883,-2.163139830071377,Au,0.8721106147060086,4.984876077143252,-1.196007345814402,Au,-3.3412166079319134,3.7758900265124904,-1.272370263155921,Au,-4.054081300383661,-0.2077547953753473,-3.2498096490222426,Au,-3.010556433429265,-4.199241130621298,0.5855970355423862,Au,1.226039872676483,-4.335405352022351,-2.5963602724320416,Au,4.777158732623558,-2.006237565776397,-0.44018777014597876,15
svr_linear,structure_155,4,-1555.9465652823867,1555.9465652823867,20,Au20,-1555.845086,-0.10147928238666282,Au,0.0,0.0,0.0,Au,2.748858766009178,0.0,-0.5327058142488184,Au,2.0931775302622513,1.2084966105585866,-1.4135571332894998,Au,1.2835575421223762,2.2231868773941845,1.1179982755993223,Au,1.6948460318356528e-16,2.7678936212721426,-0.42280598543656384,Au,-1.2324031585523065,2.1345848860209586,1.3284313377669126,Au,-2.237876731295579,1.292038733226702,1.0782131734345273,Au,-2.651995438258836,3.247757724817066e-16,0.8982873679699178,Au,-2.4241483271060082,-1.3995826892102339,0.06836069230333229,Au,-1.2610118135821535,-2.184136530068861,1.2163045769974732,Au,-4.630237388978826e-16,-2.520583835384253,-1.219285499298506,Au,1.3910141701357372,-2.409307216723355,0.3167306646448167,Au,2.4234347754049086,-1.399170719943526,-0.09635966900564194,Au,4.14458317848127,2.2641961097690086,-2.1761999570712685,Au,0.741950148417143,4.2408949999126975,-2.916216654670784,Au,-3.4446932028301513,3.8928283422523875,0.14133731330504254,Au,-4.419190900522405,-0.22646514295994583,-2.7312021755564175,Au,-2.970427667251764,-4.14326796779249,1.024641410782292,Au,1.2824114658413739,-4.534741207369026,-2.198077117497904,Au,4.738428840149303,-1.9899723818984354,0.7920240186527184,16
ridge,structure_155,4,-1555.7896147600306,1555.7896147600306,20,Au20,-1555.845086,0.05547123996939263,Au,0.0,0.0,0.0,Au,2.748858766009178,0.0,-0.5327058142488184,Au,2.0931775302622513,1.2084966105585866,-1.4135571332894998,Au,1.2835575421223762,2.2231868773941845,1.1179982755993223,Au,1.6948460318356528e-16,2.7678936212721426,-0.42280598543656384,Au,-1.2324031585523065,2.1345848860209586,1.3284313377669126,Au,-2.237876731295579,1.292038733226702,1.0782131734345273,Au,-2.651995438258836,3.247757724817066e-16,0.8982873679699178,Au,-2.4241483271060082,-1.3995826892102339,0.06836069230333229,Au,-1.2610118135821535,-2.184136530068861,1.2163045769974732,Au,-4.630237388978826e-16,-2.520583835384253,-1.219285499298506,Au,1.3910141701357372,-2.409307216723355,0.3167306646448167,Au,2.4234347754049086,-1.399170719943526,-0.09635966900564194,Au,4.14458317848127,2.2641961097690086,-2.1761999570712685,Au,0.741950148417143,4.2408949999126975,-2.916216654670784,Au,-3.4446932028301513,3.8928283422523875,0.14133731330504254,Au,-4.419190900522405,-0.22646514295994583,-2.7312021755564175,Au,-2.970427667251764,-4.14326796779249,1.024641410782292,Au,1.2824114658413739,-4.534741207369026,-2.198077117497904,Au,4.738428840149303,-1.9899723818984354,0.7920240186527184,17
linear,structure_155,4,-1555.7878907644752,1555.7878907644752,20,Au20,-1555.845086,0.05719523552488681,Au,0.0,0.0,0.0,Au,2.748858766009178,0.0,-0.5327058142488184,Au,2.0931775302622513,1.2084966105585866,-1.4135571332894998,Au,1.2835575421223762,2.2231868773941845,1.1179982755993223,Au,1.6948460318356528e-16,2.7678936212721426,-0.42280598543656384,Au,-1.2324031585523065,2.1345848860209586,1.3284313377669126,Au,-2.237876731295579,1.292038733226702,1.0782131734345273,Au,-2.651995438258836,3.247757724817066e-16,0.8982873679699178,Au,-2.4241483271060082,-1.3995826892102339,0.06836069230333229,Au,-1.2610118135821535,-2.184136530068861,1.2163045769974732,Au,-4.630237388978826e-16,-2.520583835384253,-1.219285499298506,Au,1.3910141701357372,-2.409307216723355,0.3167306646448167,Au,2.4234347754049086,-1.399170719943526,-0.09635966900564194,Au,4.14458317848127,2.2641961097690086,-2.1761999570712685,Au,0.741950148417143,4.2408949999126975,-2.916216654670784,Au,-3.4446932028301513,3.8928283422523875,0.14133731330504254,Au,-4.419190900522405,-0.22646514295994583,-2.7312021755564175,Au,-2.970427667251764,-4.14326796779249,1.024641410782292,Au,1.2824114658413739,-4.534741207369026,-2.198077117497904,Au,4.738428840149303,-1.9899723818984354,0.7920240186527184,18
elastic_net,structure_155,4,-1555.7609606650271,1555.7609606650271,20,Au20,-1555.845086,0.08412533497289587,Au,0.0,0.0,0.0,Au,2.748858766009178,0.0,-0.5327058142488184,Au,2.0931775302622513,1.2084966105585866,-1.4135571332894998,Au,1.2835575421223762,2.2231868773941845,1.1179982755993223,Au,1.6948460318356528e-16,2.7678936212721426,-0.42280598543656384,Au,-1.2324031585523065,2.1345848860209586,1.3284313377669126,Au,-2.237876731295579,1.292038733226702,1.0782131734345273,Au,-2.651995438258836,3.247757724817066e-16,0.8982873679699178,Au,-2.4241483271060082,-1.3995826892102339,0.06836069230333229,Au,-1.2610118135821535,-2.184136530068861,1.2163045769974732,Au,-4.630237388978826e-16,-2.520583835384253,-1.219285499298506,Au,1.3910141701357372,-2.409307216723355,0.3167306646448167,Au,2.4234347754049086,-1.399170719943526,-0.09635966900564194,Au,4.14458317848127,2.2641961097690086,-2.1761999570712685,Au,0.741950148417143,4.2408949999126975,-2.916216654670784,Au,-3.4446932028301513,3.8928283422523875,0.14133731330504254,Au,-4.419190900522405,-0.22646514295994583,-2.7312021755564175,Au,-2.970427667251764,-4.14326796779249,1.024641410782292,Au,1.2824114658413739,-4.534741207369026,-2.198077117497904,Au,4.738428840149303,-1.9899723818984354,0.7920240186527184,19
lasso,structure_155,4,-1555.749446263645,1555.749446263645,20,Au20,-1555.845086,0.09563973635499678,Au,0.0,0.0,0.0,Au,2.748858766009178,0.0,-0.5327058142488184,Au,2.0931775302622513,1.2084966105585866,-1.4135571332894998,Au,1.2835575421223762,2.2231868773941845,1.1179982755993223,Au,1.6948460318356528e-16,2.7678936212721426,-0.42280598543656384,Au,-1.2324031585523065,2.1345848860209586,1.3284313377669126,Au,-2.237876731295579,1.292038733226702,1.0782131734345273,Au,-2.651995438258836,3.247757724817066e-16,0.8982873679699178,Au,-2.4241483271060082,-1.3995826892102339,0.06836069230333229,Au,-1.2610118135821535,-2.184136530068861,1.2163045769974732,Au,-4.630237388978826e-16,-2.520583835384253,-1.219285499298506,Au,1.3910141701357372,-2.409307216723355,0.3167306646448167,Au,2.4234347754049086,-1.399170719943526,-0.09635966900564194,Au,4.14458317848127,2.2641961097690086,-2.1761999570712685,Au,0.741950148417143,4.2408949999126975,-2.916216654670784,Au,-3.4446932028301513,3.8928283422523875,0.14133731330504254,Au,-4.419190900522405,-0.22646514295994583,-2.7312021755564175,Au,-2.970427667251764,-4.14326796779249,1.024641410782292,Au,1.2824114658413739,-4.534741207369026,-2.198077117497904,Au,4.738428840149303,-1.9899723818984354,0.7920240186527184,20
